text,label,text_raw,label_gender
"In 1855/56, Guise Brittan had Englefield Lodge built on land alongside the Avon River just outside the initial town area (these days the area to the east of Fitzgerald Avenue). Joseph Brittan chose land a short distance downstream along the Avon River and had his homestead, Linwood House, built in 1857. <TAG-A> Fooks <TAG-A> was the architect for Linwood House, and, based on an assessment by art historian Dr <TAG-B> Ian Lochhead <TAG-B>, it is likely that <TAG-P> he <TAG-P> also designed Englefield Lodge.",1,"In 1855/56, Guise Brittan had Englefield Lodge built on land alongside the Avon River just outside the initial town area (these days the area to the east of Fitzgerald Avenue). Joseph Brittan chose land a short distance downstream along the Avon River and had his homestead, Linwood House, built in 1857. Fooks was the architect for Linwood House, and, based on an assessment by art historian Dr Ian Lochhead, it is likely that he also designed Englefield Lodge.",0
"Gooden claimed that an enraged Mitchell held him hostage during the alleged cat incident. Mitchell responded to Gooden's accusations by accusing Gooden of fabricating the stories in an attempt to divert attention away from Gooden's personal problems. In the famous tenth inning of Game 6 of the 1986 World Series, after Wally Backman and <TAG-A> Keith Hernandez <TAG-A> had been retired for the first two outs, <TAG-B> Mitchell <TAG-B> went to the clubhouse to make plane reservations for home in San Diego. However, <TAG-P> he <TAG-P> was called to pinch hit for reliever Rick Aguilera after Gary Carter, the next hitter after Hernandez, singled.",2,"Gooden claimed that an enraged Mitchell held him hostage during the alleged cat incident. Mitchell responded to Gooden's accusations by accusing Gooden of fabricating the stories in an attempt to divert attention away from Gooden's personal problems. In the famous tenth inning of Game 6 of the 1986 World Series, after Wally Backman and Keith Hernandez had been retired for the first two outs, Mitchell went to the clubhouse to make plane reservations for home in San Diego. However, he was called to pinch hit for reliever Rick Aguilera after Gary Carter, the next hitter after Hernandez, singled.",0
"The most popular theory claims the band were dropped because label president Ivo Watts-Russell was unhappy with the lengthy guitar solos in ``Make Like Paper'' and ``Silly Love Songs.'' Another more probable scenario is that <TAG-A> Kozelek <TAG-A> was having strained relations with 4AD's American branch, controlled by Warner Bros. Records at the time. (Many other 4AD artists of the time, including <TAG-P> His <TAG-P> Name Is Alive's <TAG-B> Warren Defever <TAG-B> complained of the US management, while maintaining praise for Ivo.)",0,"The most popular theory claims the band were dropped because label president Ivo Watts-Russell was unhappy with the lengthy guitar solos in ``Make Like Paper'' and ``Silly Love Songs.'' Another more probable scenario is that Kozelek was having strained relations with 4AD's American branch, controlled by Warner Bros. Records at the time. (Many other 4AD artists of the time, including His Name Is Alive's Warren Defever complained of the US management, while maintaining praise for Ivo.)",0
"He did not make his first official first team appearance for Shelbourne until August 15, 2005 where he made his debut coming on as a 2nd half substitute during a 1-0 defeat to Cork City at Turner's Cross. In order to aid James with his development and to gain valuable experience, he was loaned out to Waterford United for the 2006 season and instantly became a regular in their starting XI. On February 24, 2007, <TAG-A> Chambers <TAG-A> received a call up to the Republic of Ireland U21 squad by manager <TAG-B> Don Givens <TAG-B>. Chambers returned to Shelbourne for the 2007 season but <TAG-P> he <TAG-P> was entering upon a very unfamiliar environment at the Tolka Park club.",1,"He did not make his first official first team appearance for Shelbourne until August 15, 2005 where he made his debut coming on as a 2nd half substitute during a 1-0 defeat to Cork City at Turner's Cross. In order to aid James with his development and to gain valuable experience, he was loaned out to Waterford United for the 2006 season and instantly became a regular in their starting XI. On February 24, 2007, Chambers received a call up to the Republic of Ireland U21 squad by manager Don Givens. Chambers returned to Shelbourne for the 2007 season but he was entering upon a very unfamiliar environment at the Tolka Park club.",0
"She was also more opened about Olivia's decision to reveal her plan to Ian after only knowing him for less than a day. Kat Ward of Entertainment Weekly was more critical towards Olivia and Ian's friendship as she wrote ``I know that circumstances can make for strange friends, but <TAG-A> Liv <TAG-A> and Poor Ian get close very fast.'' <TAG-P> She <TAG-P> continued talking about <TAG-B> Olivia <TAG-B>'s belief in Fitz's ability to save her writing ``Personally I think that Olivia's particular faith in her importance is more than a little overblown.",0,"She was also more opened about Olivia's decision to reveal her plan to Ian after only knowing him for less than a day. Kat Ward of Entertainment Weekly was more critical towards Olivia and Ian's friendship as she wrote ``I know that circumstances can make for strange friends, but Liv and Poor Ian get close very fast.'' She continued talking about Olivia's belief in Fitz's ability to save her writing ``Personally I think that Olivia's particular faith in her importance is more than a little overblown.",1
"In football, as a senior, Krenzel completed 60 percent of his passes and threw for 1,760 yards and 25 touchdowns, and won USA Today honorable mention All-America accolades that year. Krenzel played in college for the Ohio State Buckeyes. After quarterback <TAG-A> Steve Bellisari <TAG-A> was suspended from play due to an alcohol-related police charge late in the 2001 season, <TAG-B> Krenzel <TAG-B> earned the starting position against Michigan and led the Buckeyes to their first win in Ann Arbor since 1987. <TAG-P> His <TAG-P> most successful years were 2002, when he led Ohio State to the national championship, and 2003.",2,"In football, as a senior, Krenzel completed 60 percent of his passes and threw for 1,760 yards and 25 touchdowns, and won USA Today honorable mention All-America accolades that year. Krenzel played in college for the Ohio State Buckeyes. After quarterback Steve Bellisari was suspended from play due to an alcohol-related police charge late in the 2001 season, Krenzel earned the starting position against Michigan and led the Buckeyes to their first win in Ann Arbor since 1987. His most successful years were 2002, when he led Ohio State to the national championship, and 2003.",0
"Kevin Park (born September 2, 1964 in Hythe, Alberta) is a Canadian curler from Edmonton, Alberta. Park was a two time provincial junior champion in his native Alberta, winning in 1983 and 1984. <TAG-A> Park <TAG-A> played third for <TAG-B> Kevin Martin <TAG-B> from 1990 to 1995. During this time, <TAG-P> he <TAG-P> won the Brier in 1991 and a silver medal at the World Curling Championships.",1,"Kevin Park (born September 2, 1964 in Hythe, Alberta) is a Canadian curler from Edmonton, Alberta. Park was a two time provincial junior champion in his native Alberta, winning in 1983 and 1984. Park played third for Kevin Martin from 1990 to 1995. During this time, he won the Brier in 1991 and a silver medal at the World Curling Championships.",0
"A cover of ``Long Tall Sally'' followed in the spring of 1966, by which point the group had parted with Roman (who subsequently became program director of CKFH) and signed up with Bernie Finkelstein (later Bruce Cockburn's longstanding manager). However, shortly after a show at the El Patio on July 24, 1966, Marion left and subsequently recorded a solo single before moving into production work and playing with The Last Words. In <TAG-P> his <TAG-P> place, The Paupers recruited Scottish *migr* <TAG-A> Adam Mitchell <TAG-A> (born November 24, 1944 in Glasgow, Strathclyde, Scotland, resident of Bolton, Ontario) from the CommonFolk (a folk group featuring <TAG-B> Doug Bush <TAG-B>, Ian Rankin and Bruce Whitehead), apparently on an hour and a half's notice.",0,"A cover of ``Long Tall Sally'' followed in the spring of 1966, by which point the group had parted with Roman (who subsequently became program director of CKFH) and signed up with Bernie Finkelstein (later Bruce Cockburn's longstanding manager). However, shortly after a show at the El Patio on July 24, 1966, Marion left and subsequently recorded a solo single before moving into production work and playing with The Last Words. In his place, The Paupers recruited Scottish *migr* Adam Mitchell (born November 24, 1944 in Glasgow, Strathclyde, Scotland, resident of Bolton, Ontario) from the CommonFolk (a folk group featuring Doug Bush, Ian Rankin and Bruce Whitehead), apparently on an hour and a half's notice.",0
"His published his most significant collection of war poetry, Tier rang gewaltig mit Tier (``Beast strove mightily with beast'') in 1920, in a limited edition of 1,000 copies. This short work of around 80 pages contains 60 poems based on the sonnet form, on themes of night and death. In <TAG-P> his <TAG-P> 1985 book in German war poetry, <TAG-A> Patrick Bridgwater <TAG-A>, Emeritus Professor of German at the University of Durham, described <TAG-B> Schnack <TAG-B>'s book as ``the best single collection produced by a German war poet in 1914-1918'', and one work, ``N*chtliche Landschaft'', as the ``best poem of the war written in German''.",1,"His published his most significant collection of war poetry, Tier rang gewaltig mit Tier (``Beast strove mightily with beast'') in 1920, in a limited edition of 1,000 copies. This short work of around 80 pages contains 60 poems based on the sonnet form, on themes of night and death. In his 1985 book in German war poetry, Patrick Bridgwater, Emeritus Professor of German at the University of Durham, described Schnack's book as ``the best single collection produced by a German war poet in 1914-1918'', and one work, ``N*chtliche Landschaft'', as the ``best poem of the war written in German''.",0
"At the trial, Pisciotta said: ``Those who have made promises to us are called Bernardo Mattarella, Prince Alliata, the monarchist MP Marchesano and also Signor Scelba, Minister for Home Affairs ... it was Marchesano, Prince Alliata and Bernardo Mattarella who ordered the massacre of Portella di Ginestra. Before the massacre they met Giuliano...'' However the MPs Mattarella, <TAG-A> Alliata <TAG-A> and Marchesano were declared innocent by the Court of Appeal of Palermo, at a trial which dealt with their alleged role in the event. During <TAG-P> his <TAG-P> trial <TAG-B> Pisciotta <TAG-B> could not account for Giuliano's documents in which he named the high-ranking government officials and mafiosi involved with Giuliano's band.",2,"At the trial, Pisciotta said: ``Those who have made promises to us are called Bernardo Mattarella, Prince Alliata, the monarchist MP Marchesano and also Signor Scelba, Minister for Home Affairs ... it was Marchesano, Prince Alliata and Bernardo Mattarella who ordered the massacre of Portella di Ginestra. Before the massacre they met Giuliano...'' However the MPs Mattarella, Alliata and Marchesano were declared innocent by the Court of Appeal of Palermo, at a trial which dealt with their alleged role in the event. During his trial Pisciotta could not account for Giuliano's documents in which he named the high-ranking government officials and mafiosi involved with Giuliano's band.",0
"Her debut on the international scene was in Yohji Yamamoto 's Spring 2004 collection. Her career jumpstarted from there, posing for campaigns like Frankie Morello and Armani Jeans. In 2007, she got married and took a break from modelling. <TAG-A> Mount <TAG-A> returned to the modeling world in September 2007, signing with IMG Models, and returning to runways for the Spring 2008 season, walking for designers like Shiatzy Chen, Alexander McQueen and <TAG-B> Stella McCartney <TAG-B>. A year later, <TAG-P> she <TAG-P> replaced Claudia Schiffer as the face of Chanel for Spring 2009, as well as opening and closing its fashion show.",1,"Her debut on the international scene was in Yohji Yamamoto 's Spring 2004 collection. Her career jumpstarted from there, posing for campaigns like Frankie Morello and Armani Jeans. In 2007, she got married and took a break from modelling. Mount returned to the modeling world in September 2007, signing with IMG Models, and returning to runways for the Spring 2008 season, walking for designers like Shiatzy Chen, Alexander McQueen and Stella McCartney. A year later, she replaced Claudia Schiffer as the face of Chanel for Spring 2009, as well as opening and closing its fashion show.",1
"Born into the wealthy Danish-Jewish Henriques family on 26 June 1866 in Klampenborg north of Copenhagen, <TAG-A> Marie Henriques <TAG-A> was the daughter of Martin Henriques and <TAG-B> Therese Abrahamsen <TAG-B>. <TAG-P> She <TAG-P> shared her artistic talents with her paternal uncles and with her elder brother, Robert, a musician and writer.",1,"Born into the wealthy Danish-Jewish Henriques family on 26 June 1866 in Klampenborg north of Copenhagen, Marie Henriques was the daughter of Martin Henriques and Therese Abrahamsen. She shared her artistic talents with her paternal uncles and with her elder brother, Robert, a musician and writer.",1
"Ferrari also cast doubt on ``the arrival of technicians'' with Alonso. At the first race in Bahrain, Alonso qualified third behind team mate Massa and pole sitter Sebastian Vettel. At the start, Alonso got ahead of Massa to move up to second and later on in the race, leader <TAG-A> Vettel <TAG-A> had an engine problem and dropped to fourth and <TAG-B> Alonso <TAG-B> won the race, becoming the fifth man to win on <TAG-P> his <TAG-P> debut for Ferrari after Juan Manuel Fangio in 1956, Mario Andretti in 1971, Nigel Mansell in 1989, and Kimi R*ikk*nen in 2007.",2,"Ferrari also cast doubt on ``the arrival of technicians'' with Alonso. At the first race in Bahrain, Alonso qualified third behind team mate Massa and pole sitter Sebastian Vettel. At the start, Alonso got ahead of Massa to move up to second and later on in the race, leader Vettel had an engine problem and dropped to fourth and Alonso won the race, becoming the fifth man to win on his debut for Ferrari after Juan Manuel Fangio in 1956, Mario Andretti in 1971, Nigel Mansell in 1989, and Kimi R*ikk*nen in 2007.",0
"Appalled, Helmut digs into the scholar's life and travels to Austria and Italy to uncover evidence of Hopfgartner's hateful past. Meanwhile, Hopfgartner's colleague and rival, Regina Neumann, wants to reveal the truth about Hopfgartner's sexual liaisons with vulnerable students before the professor's imminent retirement. <TAG-A> Neumann <TAG-A> traps <TAG-B> Sarah Goodman <TAG-B>, an insecure graduate student trying to find <TAG-P> her <TAG-P> place at Yale, into initiating formal charges of sexual harassment against Hopfgartner.",2,"Appalled, Helmut digs into the scholar's life and travels to Austria and Italy to uncover evidence of Hopfgartner's hateful past. Meanwhile, Hopfgartner's colleague and rival, Regina Neumann, wants to reveal the truth about Hopfgartner's sexual liaisons with vulnerable students before the professor's imminent retirement. Neumann traps Sarah Goodman, an insecure graduate student trying to find her place at Yale, into initiating formal charges of sexual harassment against Hopfgartner.",1
"Elena Blaramberg was born in Orenburg to her Belgian father, a military geodesist Ivan Fyodorovich Blaramberg, who served as a general in the Russian army, and her Greek mother <TAG-A> Elena Pavlovna <TAG-A>, n*e <TAG-B> Mavromikhali <TAG-B>. In 1854, <TAG-P> her <TAG-P> parents moved Elena and her two brothers from Orenburg to Saint Petersburg.",0,"Elena Blaramberg was born in Orenburg to her Belgian father, a military geodesist Ivan Fyodorovich Blaramberg, who served as a general in the Russian army, and her Greek mother Elena Pavlovna, n*e Mavromikhali. In 1854, her parents moved Elena and her two brothers from Orenburg to Saint Petersburg.",1
"He began selling songs around 1906, with his first success a year later, when he teamed up with lyricist Harry Castling to produce two songs, which Billy Williams (no relation) later recorded successfully. From 1911 until 1915, nearly every one of <TAG-A> Williams <TAG-A>' songs was composed by <TAG-B> Godfrey <TAG-B>. <TAG-P> He <TAG-P> also wrote songs for Florrie Forde, Mark Sheridan, Dorothy Ward, Shaun Glenville, Ella Retford and Vesta Victoria.",2,"He began selling songs around 1906, with his first success a year later, when he teamed up with lyricist Harry Castling to produce two songs, which Billy Williams (no relation) later recorded successfully. From 1911 until 1915, nearly every one of Williams' songs was composed by Godfrey. He also wrote songs for Florrie Forde, Mark Sheridan, Dorothy Ward, Shaun Glenville, Ella Retford and Vesta Victoria.",0
"The name of his first wife (by whom he had at least seven children)is not known, but it was not Mary Opp as was previously thought and is widely mentioned. He married, as his second wife, <TAG-A> Hannah Gaylord <TAG-A> (born 1647), daughter of William Gaylord and <TAG-B> Ann <TAG-B> (Porter), of Windsor, Connecticut. <TAG-P> She <TAG-P> died in 1678.",1,"The name of his first wife (by whom he had at least seven children)is not known, but it was not Mary Opp as was previously thought and is widely mentioned. He married, as his second wife, Hannah Gaylord (born 1647), daughter of William Gaylord and Ann (Porter), of Windsor, Connecticut. She died in 1678.",1
"The second round was much of the same until Mezger landed a stunning kick to Arona's face. The third round took a different turn with three minutes left in the round, Arona scored his only takedown of the fight. The third round continued like this, with <TAG-A> Arona <TAG-A> laying on <TAG-B> Mezger <TAG-B>, using <TAG-P> his <TAG-P> ground and pound style for the last three minutes of the bout.",1,"The second round was much of the same until Mezger landed a stunning kick to Arona's face. The third round took a different turn with three minutes left in the round, Arona scored his only takedown of the fight. The third round continued like this, with Arona laying on Mezger, using his ground and pound style for the last three minutes of the bout.",0
"She demands that the driver let her off, and he grudgingly does so, insisting that she won't get her money back. The walk back to the caf* takes 2 hours in the smoldering heat. When <TAG-A> Noreen <TAG-A> returns to the caf*, <TAG-B> Lynda <TAG-B> is still furious with <TAG-P> her <TAG-P> but Del defends her, saying that it would have collapsed sooner or later because of the water damage.",1,"She demands that the driver let her off, and he grudgingly does so, insisting that she won't get her money back. The walk back to the caf* takes 2 hours in the smoldering heat. When Noreen returns to the caf*, Lynda is still furious with her but Del defends her, saying that it would have collapsed sooner or later because of the water damage.",1
"Marcus Raboy (born November 30, 1965) is an American film and music video director. Since the early 1990s, <TAG-A> Raboy <TAG-A> has amassed a large number music video credits directing music videos for Mary J. Blige, Dixie Chicks, Rihanna, <TAG-B> Luther Vandross <TAG-B>, Shakira, Santana and among other notable artists. <TAG-P> His <TAG-P> feature film credits are Friday After Next (2002) and Janky Promoters (2009) both starring Ice Cube and Mike Epps.",1,"Marcus Raboy (born November 30, 1965) is an American film and music video director. Since the early 1990s, Raboy has amassed a large number music video credits directing music videos for Mary J. Blige, Dixie Chicks, Rihanna, Luther Vandross, Shakira, Santana and among other notable artists. His feature film credits are Friday After Next (2002) and Janky Promoters (2009) both starring Ice Cube and Mike Epps.",0
"Although Herv* eventually decides to stay faithful to his wife, L*on is able to take some pictures of their intimate moments. Herv* refuses to give in to any of her attempts to blackmail him, until she calls him one night. Virginie and <TAG-A> Albert <TAG-A> overhear the conversation, after which Virginie concludes that her husband is having an affair. The next day, she follows <TAG-P> him <TAG-P> to Anita's dance studio, and when looking through the key hole, she spots Anita's murdered body next to <TAG-B> Herv* <TAG-B>, who is holding a gun.",2,"Although Herv* eventually decides to stay faithful to his wife, L*on is able to take some pictures of their intimate moments. Herv* refuses to give in to any of her attempts to blackmail him, until she calls him one night. Virginie and Albert overhear the conversation, after which Virginie concludes that her husband is having an affair. The next day, she follows him to Anita's dance studio, and when looking through the key hole, she spots Anita's murdered body next to Herv*, who is holding a gun.",0
"Subsequent studies with Nadia Boulanger, Luigi Dallapiccola, Darius Milhaud, Paul Hindemith, and Philip Bezanson in composition, William Steinberg and Leonard Bernstein in conducting, and Hugo Kortschak and <TAG-A> Ivan Galamian <TAG-A> on violin took <TAG-B> Yannatos <TAG-B> to Yale University (B.M., M.M.), the University of Iowa (Ph.D.), Aspen, Tanglewood, and Paris. As a young violinist, <TAG-P> he <TAG-P> performed at the Casals Festival and elsewhere in various professional ensembles, including a piano trio, a string quartet, and early music groups with Hindemith and Boulanger.",2,"Subsequent studies with Nadia Boulanger, Luigi Dallapiccola, Darius Milhaud, Paul Hindemith, and Philip Bezanson in composition, William Steinberg and Leonard Bernstein in conducting, and Hugo Kortschak and Ivan Galamian on violin took Yannatos to Yale University (B.M., M.M.), the University of Iowa (Ph.D.), Aspen, Tanglewood, and Paris. As a young violinist, he performed at the Casals Festival and elsewhere in various professional ensembles, including a piano trio, a string quartet, and early music groups with Hindemith and Boulanger.",0
"After a thorough watering, the work oxen were returned to the wagons. <TAG-A> Rose <TAG-A> and his wife, <TAG-B> Amanda <TAG-B>, decided to scout the river bank for a suitable campsite, exiting their wagon to make the journey by foot. Moments later, an aggressive Mohave placed his hand on <TAG-P> her <TAG-P> shoulder and bosom, and she ran back, terrified, to the relative safety of their wagon.",2,"After a thorough watering, the work oxen were returned to the wagons. Rose and his wife, Amanda, decided to scout the river bank for a suitable campsite, exiting their wagon to make the journey by foot. Moments later, an aggressive Mohave placed his hand on her shoulder and bosom, and she ran back, terrified, to the relative safety of their wagon.",1
"Sune feels so ashamed over his shorter hair that he tries to use adhesive tape to attach the hair again. At school, he does not end up being teased so much for his short hair as he feared. The Andersson family also attend an entertainment evening, which end up embarrassing for <TAG-A> Rudolf <TAG-A> as <TAG-B> H*kan <TAG-B> and Sune take <TAG-P> him <TAG-P> to the stage.",1,"Sune feels so ashamed over his shorter hair that he tries to use adhesive tape to attach the hair again. At school, he does not end up being teased so much for his short hair as he feared. The Andersson family also attend an entertainment evening, which end up embarrassing for Rudolf as H*kan and Sune take him to the stage.",0
"On 9 December 2010 Fern*ndez was questioned as a witness in relation to Operation Galgo, an investigation into a Spanish athletics doping ring being carried out by the Guardia Civil. She denied all charges of doping and was allowed to remain on the team that represented Spain at the European Cross Country Championships held in Albufeira, Portugal. <TAG-A> El Pa*s <TAG-A> reported that her coach, <TAG-B> Manuel Pascua <TAG-B>, admitted to police that <TAG-P> he <TAG-P> organised doping schedules for his athletes.",2,"On 9 December 2010 Fern*ndez was questioned as a witness in relation to Operation Galgo, an investigation into a Spanish athletics doping ring being carried out by the Guardia Civil. She denied all charges of doping and was allowed to remain on the team that represented Spain at the European Cross Country Championships held in Albufeira, Portugal. El Pa*s reported that her coach, Manuel Pascua, admitted to police that he organised doping schedules for his athletes.",0
"On request of England, the involved judges were recalled to the Netherlands and put on trial, but were finally (in 1632) judged to have acted lawfully. Decades later, <TAG-A> Oliver Cromwell <TAG-A> used embellished versions of this event, dubbed the ``Amboyna massacre'', as one of the pretexts to start both the First Anglo-Dutch war (in 1652) and the Second Anglo-Dutch War (in 1665), while <TAG-B> John Dryden <TAG-B> produced <TAG-P> his <TAG-P> tragedy Amboyna; or the Cruelties of the Dutch to the English Merchants on request of one of the English negotiators of the Secret Treaty of Dover during the Third Anglo-Dutch War.",2,"On request of England, the involved judges were recalled to the Netherlands and put on trial, but were finally (in 1632) judged to have acted lawfully. Decades later, Oliver Cromwell used embellished versions of this event, dubbed the ``Amboyna massacre'', as one of the pretexts to start both the First Anglo-Dutch war (in 1652) and the Second Anglo-Dutch War (in 1665), while John Dryden produced his tragedy Amboyna; or the Cruelties of the Dutch to the English Merchants on request of one of the English negotiators of the Secret Treaty of Dover during the Third Anglo-Dutch War.",0
"Roddick had won the first two sets, but Rusedski was 5-2 up in the third set. During a point on Roddick's service game, a member of the crowd loudly called one of <TAG-A> Roddick <TAG-A>'s shots long, causing <TAG-B> Rusedski <TAG-B> to stop playing the point as <TAG-P> he <TAG-P> believed it was a line judge.",2,"Roddick had won the first two sets, but Rusedski was 5-2 up in the third set. During a point on Roddick's service game, a member of the crowd loudly called one of Roddick's shots long, causing Rusedski to stop playing the point as he believed it was a line judge.",0
"She began her career at the age of 8, dubbing voices for television productions such as Babar. At the age of 12 she began her acting career in the film Comme un Voleur (1990). <TAG-A> Dhavernas <TAG-A> portrayed swimmer <TAG-B> Marilyn Bell <TAG-B> in the made-for-television movie (1999). <TAG-P> She <TAG-P> trained for 2 months with the Pointe-Claire Swim Club to convincingly portray Marilyn Bell who was the first to cross 32-mile Lake Ontario in 1954.",1,"She began her career at the age of 8, dubbing voices for television productions such as Babar. At the age of 12 she began her acting career in the film Comme un Voleur (1990). Dhavernas portrayed swimmer Marilyn Bell in the made-for-television movie (1999). She trained for 2 months with the Pointe-Claire Swim Club to convincingly portray Marilyn Bell who was the first to cross 32-mile Lake Ontario in 1954.",1
"He was born August 24, 1994, and is named after Michael's father, Walter. His mother is Susan Lloyd, a law student, who refused to marry Michael. When offered a job in Amsterdam, Susan persuades <TAG-A> Michael <TAG-A> to let her take <TAG-B> Walt <TAG-B> with her while <TAG-P> he <TAG-P> is still a baby.",2,"He was born August 24, 1994, and is named after Michael's father, Walter. His mother is Susan Lloyd, a law student, who refused to marry Michael. When offered a job in Amsterdam, Susan persuades Michael to let her take Walt with her while he is still a baby.",0
"Lawrence asks Nefarious for his employ again and the two take the ship, flying off into space. A clear parody of <TAG-A> Britney Spears <TAG-A>, Courtney Gears (voiced by <TAG-B> Melissa Disney <TAG-B> in Up Your Arsenal, Nika Futterman in Ratchet: Deadlocked) is a female pop star robot who occasionally gives out prizes on the show, Annihilation Nation. <TAG-P> Her <TAG-P> music and videos are popular in the Solana Galaxy.",2,"Lawrence asks Nefarious for his employ again and the two take the ship, flying off into space. A clear parody of Britney Spears, Courtney Gears (voiced by Melissa Disney in Up Your Arsenal, Nika Futterman in Ratchet: Deadlocked) is a female pop star robot who occasionally gives out prizes on the show, Annihilation Nation. Her music and videos are popular in the Solana Galaxy.",1
"Rachel meets a voyeur named Rupert (vision), and they become friends as fellow outsiders while he teaches her the pleasure of observing others. They eventually go to one of Rachel's hiding places, where she has him dress like a woman. Meanwhile, Ruth tries to help <TAG-A> Anna <TAG-A> cope with the disappearance of <TAG-B> Amy Lee <TAG-B> and stays the night at <TAG-P> her <TAG-P> home.",1,"Rachel meets a voyeur named Rupert (vision), and they become friends as fellow outsiders while he teaches her the pleasure of observing others. They eventually go to one of Rachel's hiding places, where she has him dress like a woman. Meanwhile, Ruth tries to help Anna cope with the disappearance of Amy Lee and stays the night at her home.",1
"She is also the oldest person never to have held the title of the world's oldest living person, since Jeanne Calment, who was about five months older, was still alive at the time of Hannah's death. Before her death, Hannah claimed to be a year older, but investigation by the Social Security Administration's ``Kestenbaum'' study in 2003 proved that her age at death was actually 117 years, 248 days. At the time of <TAG-P> her <TAG-P> death in March 1993, <TAG-A> Hannah <TAG-A> was the oldest American ever and second oldest person ever whose age has been verified, behind only <TAG-B> Jeanne Calment <TAG-B>.",1,"She is also the oldest person never to have held the title of the world's oldest living person, since Jeanne Calment, who was about five months older, was still alive at the time of Hannah's death. Before her death, Hannah claimed to be a year older, but investigation by the Social Security Administration's ``Kestenbaum'' study in 2003 proved that her age at death was actually 117 years, 248 days. At the time of her death in March 1993, Hannah was the oldest American ever and second oldest person ever whose age has been verified, behind only Jeanne Calment.",1
"Francis I of France restored its usual name early in the 16th century and it then took the nickname ``le bistourn*'' (``the twice-turned (church)''), later bowdlerised into ``le bestourn*'', possibly to bring it back closer to its old name. One of the church's chaplains was Guillaume de Villon, tutor to <TAG-A> Fran*ois Villon <TAG-A>, and <TAG-B> Charles Perrault <TAG-B> was buried in the church. In the Middle Ages the church housed an altar of Maturinus, patron of the mad and possessed, around which a devotion to <TAG-P> him <TAG-P> sprang up and to which many ill people were brought in hope of a cure.",0,"Francis I of France restored its usual name early in the 16th century and it then took the nickname ``le bistourn*'' (``the twice-turned (church)''), later bowdlerised into ``le bestourn*'', possibly to bring it back closer to its old name. One of the church's chaplains was Guillaume de Villon, tutor to Fran*ois Villon, and Charles Perrault was buried in the church. In the Middle Ages the church housed an altar of Maturinus, patron of the mad and possessed, around which a devotion to him sprang up and to which many ill people were brought in hope of a cure.",0
"<TAG-A> Annabelle Jaramillo <TAG-A> is an American politician from the state of Oregon, of <TAG-B> Latina <TAG-B> descent. <TAG-P> She <TAG-P> currently serves as the Chair of the Benton County Board of Commissioners.",1,"Annabelle Jaramillo is an American politician from the state of Oregon, of Latina descent. She currently serves as the Chair of the Benton County Board of Commissioners.",1
"Their daughters were also given husbands of tribes important to the expansion of the Mongol Empire and they were expected to aid their father by taking over power their while their husbands served him as his gurugen, or sons-in-law. The Uyghurs were enemies of the <TAG-A> Western Liao <TAG-A> and their chieftain requested a marriage alliance with <TAG-B> Genghis Khan <TAG-B>, hoping to become a 'fifth son' to <TAG-P> him <TAG-P>.",2,"Their daughters were also given husbands of tribes important to the expansion of the Mongol Empire and they were expected to aid their father by taking over power their while their husbands served him as his gurugen, or sons-in-law. The Uyghurs were enemies of the Western Liao and their chieftain requested a marriage alliance with Genghis Khan, hoping to become a 'fifth son' to him.",0
"Brant bought his first pieces of art after turning an $8,000 investment into several hundred thousand dollars as a young man. His first purchases according to The New York Times, included ``a couple of Warhols and, later, a major Franz Kline. '' In 1976, <TAG-A> Brant <TAG-A> commissioned <TAG-B> Andy Warhol <TAG-B> to paint <TAG-P> his <TAG-P> cocker spaniel, Ginger.",1,"Brant bought his first pieces of art after turning an $8,000 investment into several hundred thousand dollars as a young man. His first purchases according to The New York Times, included ``a couple of Warhols and, later, a major Franz Kline. '' In 1976, Brant commissioned Andy Warhol to paint his cocker spaniel, Ginger.",0
"When Al Giardello attempts to convince the judge (who is an old friend) to reverse his decision, the judge instead convinces Gee that too many people are in Eleanor's corner, and somebody has to speak for the victim. Giardello's reversal on the matter puts a potential promotion in jeopardy. Meanwhile, Falsone and <TAG-A> Stivers <TAG-A> keep investigating and gradually convince Danvers and Giardello -- both of whom were sympathetic to <TAG-B> Eleanor <TAG-B> -- that <TAG-P> she <TAG-P> is manipulating the law and thus damaging the credibility of Battered Wife Syndrome.",2,"When Al Giardello attempts to convince the judge (who is an old friend) to reverse his decision, the judge instead convinces Gee that too many people are in Eleanor's corner, and somebody has to speak for the victim. Giardello's reversal on the matter puts a potential promotion in jeopardy. Meanwhile, Falsone and Stivers keep investigating and gradually convince Danvers and Giardello -- both of whom were sympathetic to Eleanor -- that she is manipulating the law and thus damaging the credibility of Battered Wife Syndrome.",1
"The doctor stays in a burning building and kills himself, mirroring the way his father died. A girl visits the Moore agency, requesting them to search for her boyfriend Jimmy. Conan tells her Jimmy will meet her at her house if she takes Rachel and Conan with her. As <TAG-P> he <TAG-P> investigates, <TAG-A> Conan <TAG-A> realizes the girl wants <TAG-B> Jimmy <TAG-B> to investigate a kidnapping case involving the brother of a star Tokyo soccer player.",1,"The doctor stays in a burning building and kills himself, mirroring the way his father died. A girl visits the Moore agency, requesting them to search for her boyfriend Jimmy. Conan tells her Jimmy will meet her at her house if she takes Rachel and Conan with her. As he investigates, Conan realizes the girl wants Jimmy to investigate a kidnapping case involving the brother of a star Tokyo soccer player.",0
