text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
"Acosta’s hard pass was pulled after a contentious Nov. 7 press conference at the White House. After interacting with President Trump – Acosta said he wanted to “challenge” him on calling the Central American caravans an “invasion” – the president called upon another reporter to speak. After lecturing Trump, Acosta belligerently refused to yield the microphone to a White House staffer and pushed her arm away as she reached for the device, all of which was captured on video.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"The hijabed (and therefore pro-Sharia) Ilhan Omar, meanwhile, is even more hateful than Tlaib. According to the Daily Wire, in 2012 Omar tweeted: “Israel has hypnotized the world, may Allah awaken the people and help them see the evil doings of Israel. #Gaza #Palestine #Israel.” Challenged about this tweet much more recently, she doubled down and attacked the man who called attention to the tweet: “Drawing attention to the apartheid Israeli regime is far from hating Jews. You are a hateful sad man, I pray to Allah you get the help you need and find happiness.”",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
"I'm all for situations like Nikolas Cruz who assaulted teachers and students being arrested and tried and dealt with lawfully, but to go seizing people's property and denying them their liberty base on the hearsay of another person is anti-constitutional and anti-American.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format. The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Who can blame the North Koreans for blowing their tops? As Trump administration mouthpieces were gabbing about peace and light, the US Air Force was getting ready to fly B-52 heavy bombers and F-22 Raptor stealth fighters around North Korea’s borders and missile-armed subs lurked at sea.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Article posted with permission from Sons of Liberty Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"During the Myers controversy, the Center took pains to disassociate Myers and themselves from JVP because a JVP handout had listed him as a “JVP Academic Advisory Board Member.” But in reality the Center, through AJHS, has an ongoing relationship with JVP.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Before her arrest, Winner called Trump an “orange fascist” on Twitter. Her disillusionment about his election was part of her reason for leaving the Air Force, her mother told the Atlanta Journal-Constitution in an interview last year.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Ms. Ford’s supporters are exploiting the “Me Too” movement to declare Judge Kavanaugh guilty simply because Ms. Ford is a woman who has made what they call, without any corroborating evidence to date, a “credible” charge. The same would presumably be the case for Ms. Ramirez. They argue that since the Senate Judiciary Committee is not a criminal judicial trial, but rather a legislative hearing for confirmation of a Supreme Court nominee, the normal burden of proof shouldered by the accuser should not apply. Judge Kavanaugh should have to prove that he is not guilty, they are in effect insisting. This is another case of Kavanaugh Derangement Syndrome.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,True
"Steinle, 32, was fatally shot while she walked along Pier 14 of the San Francisco Bay with her father in July 2015. The bullet that pierced her back had ricocheted off the concrete ground after it was fired by Garcia Zarate from a handgun belonging to a federal ranger that had been stolen four days earlier.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The declaration was made after two cases of the diseases were confirmed in the Bikoro province in the northwestern part of the country ten months after the end of an earlier outbreak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“The wrongful revocation of these credentials violates CNN and Acosta’s First Amendment rights of freedom of the press, and their Fifth Amendment rights to due process,” CNN said in a statement. “We have asked the court for an immediate restraining order requiring the pass to be returned to Jim, and will seek permanent relief as part of this process.”",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The solar system’s strange cigar-shaped visitor 'Oumuamua—Hawaiian for “scout” or “messenger”—is tumbling chaotically as the result of a violent collision. And the interstellar object will continue to spin for billions of years as it journeys through space, scientists have reported in a study published in Nature Astronomy.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Therefore he that resisteth the power, resisteth the ordinance of God, and they that resist purchase to themselves eternal damnation. For rulers are not a terror to the good work, but to the evil. . . For he is the minister of God to thee for good. But if thou do that which is evil, fear: for he beareth not the sword in vain. For he is the minister of God: and avenger to execute wrath upon him that doth evil (Rom. 13:2-4).",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
Douglas Haig's name was revealed in the release of search warrant records.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Two law enforcement sources told CNN in October that Paddock, during the massacre, fired incendiary bullets at a 43,000-barrel fuel tank on the grounds of nearby McCarran International Airport in what investigators believe was a failed attempt to cause an explosion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"CNN spoke with more than 50 lawmakers, current and former Hill aides and political veterans who have worked in Congress, the majority of whom spoke anonymously to be candid and avoid potential repercussions. With few exceptions, every person said they have personally experienced sexual harassment on the Hill or know of others who have. In an environment with “so many young women,” said one ex-House aide, the men “have no self-control.” “Amongst ourselves, we know,” a former Senate staffer said of the lawmakers with the worst reputations. And sometimes, the sexual advances from members of Congress or senior aides are reciprocated in the hopes of advancing one’s career — what one political veteran bluntly referred to as a “sex trade on Capitol Hill.”",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,True
"The Twitter exchange marks a bizarre twist in the story of the 26-year-old former U.S. Air Force linguist, who on Thursday apologized to a federal judge and said she takes “full responsibility for my actions.”",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"To shut down the peanut gallery before it begins, this is not some case of Democrat versus Republican or right versus left. This is a case of right versus wrong, and what Amber Guyger did to Botham Jean was wrong. There is no other way around it, “mistake” or not.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"May 2018 was the fifth consecutive month in which the foreign-born working age population (including illegals) grew by more than 1 million from the same month the prior year. But May’s growth was less than that in April and March, possibly an emerging trend.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The family finally got the remains in a box marked ""evidence"" over three months after the shooting and the autopsy report hasn't been finalized? Wait, were the same guys in the autopsy room that were there when the doctors and coroners examined John F Kennedy ?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"In percentage terms, the immigrant working-age population grew 3.24% over the 12 months. If this growth rate persists, it portends a doubling in 22 years. By contrast, the native-born American population rose 0.63% over this period —a rate that will require 114 years for a doubling. If both rates persist that long, the term “native born” will refer to a minuscule fraction of the U.S. population.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Tea With the Curate: The Attack on Marriage is an Attack on Christ in the Eucharist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The election is over and hardworking Georgians are ready to move forward. We can no longer dwell on the divisive politics of the past but must focus on Georgia’s bright and promising future. #gapol (1 of 3) — Brian Kemp ( ) November 16, 2018",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"“I have never met Julian Assange or anyone connected to him,” Manafort said. “I have never been contacted by anyone connected to WikiLeaks, either directly or indirectly. I have never reached out to Assange or WikiLeaks on any matter.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"If Kavanaugh isn’t on the bench Monday, the Supreme Court will be shorthanded as it begins hearing cases in its new term. It normally has a complement of nine justices but with Anthony Kennedy’s retirement July 31, which cleared the way for Kavanaugh’s nomination, there have been only eight justices. Roughly speaking there is a 4-to-4 liberal to conservative ideological split on the court. Democrats are trying to drag the confirmation process into the next Congress where they may seize control from Republicans. Election Day is November 6. The GOP currently controls the Senate, which has the final say on judicial nominations, by an uncomfortably close margin of 51 to 49.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Kavanaugh responded, ""I've been through hell and then some.""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"“What we’ve done is a great service to the country, really,” he said. “I hope to be able to call this, along with tax cuts and regulation and all the things I’ve done… in its own way this might be the most important thing because this was corrupt.”",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
"The report shows average ages of nuns between 65 and 80, “infirmary Carmels,” nuns in state nursing homes, entire communities living in care facilities and half the Carmels with no one in formation. Solutions offered are equally uniform: heaped-up bureaucracy, common formation courses between monasteries developed by “religious psychologists,” ever more powers handed to federations. This is federated Carmelite monastic life under Pope Francis’ New Paradigm of fully implemented VaticanTwoism.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As Paul wrote for The Post, the more significant legal questions are whether Guyger is prosecuted as a police officer or civilian and whether a jury decides she acted reasonably in using deadly force.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Cruz recounted how he and other victims had been dismissed or slandered by local Church hierarchy for numerous attempts to be heard. And he spoke about holding out hope that there would be a different response from the Pope, discussing specifics of getting the letter to the Francis via Cardinal O’Malley.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
But what if the Baghdad regime of Haider al-Abadi does not agree? What if the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Click below to Subscribe to The Remnant's YouTube channel!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"I see that many times in the Church, over and above this case, but including this case, people search for “sins from youth”, for example, and then publish them. They are not crimes, right? Crimes are something different: the abuse of minors is a crime. No, sins.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Washington insiders still believe Kavanaugh will be confirmed, or at least they did before the two new accusers popped up.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“Termination, now it’s the member’s responsibility … We can revoke everything but they could still be employed,” he said. He added that his office should have the authority to override members who would want to keep a rule-breaker on the government network.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
Don't miss Hilary White's next article in the July 31 Print Edition of The Remnant Newspaper; Subscribe today!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
How did Warren resolve this troubling issue? He simply asked the heads of the CIA and FBI whether it was true. They said no. That was the end of the matter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
But no plan is perfect. Things are inevitably going to go wrong. The pieces aren’t going to fit together perfectly. The Mexico City operation is a good example of that. That’s why the CIA has to continue keeping those records secret.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"“No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account. It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’”",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True
"cultureSHOCK, an annual charity showcase featuring a fashion show, productions by various student groups and a famous performer, aims to provide a platform for Asian American artistic expression and breakthrough harmful stereotypes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Amber Guyger took an innocent person’s life, and because people are so blinded by the badge, she is being portrayed as the victim. To those who attempt to claim there is no bias in this horrifically flawed system, if ever there was a case to prove you wrong—this is it. A tragedy indeed.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"However, scientists warned that it should not be assumed that the ultra-cooling of the sun would potentially prevent the negative effects of global warming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In January, Traore was determined to be fit to stand trial. He was placed in a psychiatric hospital for weeks after his arrest in the April 2017 killing of Sarah Halimi despite having no history of mental illness.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Senate Homeland Security Committee’s permanent subcommittee on investigations probe contends that the Obama administration went out of its way to keep U.S. lawmakers in the dark about calculated and secretive efforts to give Tehran a back channel to the international financial system and to U.S. banks, facilitating a massive U.S. currency conversion worth billions of dollars.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The formation of the formators and their collaborators is entrusted in part to the monasteries and in part to the Federation, therefore, the President of the Federation is called to strengthen formation at the federal level and to require the participation of those who exercise the service of formation; if this does not happen, she will refer the matter to the Holy See.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Since that time, no deaths have been reported among those hospitalized or among health workers treating the ill, it said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In anticipation of potential clashes at the border, American soldiers have begun reinforcing their positions. “Department of Defense personnel are installing concertina wire, and pre-positioning jersey barriers, barricades, and fencing,” US Customs and Border Protection (CBP) said in a statement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Then Hayden doubled down on that analogy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The cause of those incidents remains unresolved.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"According to the redacted version as reported by Fox News, three of the declassified pages contain information included in a section titled “The Russian Government’s Coordinated Efforts to Influence the 2016 U.S. Presidential Election.” That section includes reference to the potential coordination between people associated with Trump’s campaign and the alleged Russian election interference effort.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In Europe, he cited as allies Hungary's fellow Visegrad countries Slovakia, the Czech Republic and Poland, whose ruling Law and Justice (PiS) party is also often at loggerheads with the EU. He said a victory for Silvio Berlusconi's party in Italy's March 4 election would strengthen the nationalist fold.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Carrying his 3-year-old daughter in his arms, Yohanes Tasik scoped out the church classroom he indefinitely would call home. The Indonesian Christian, facing mounting pressure to report to Immigration and Customs Enforcement, took refuge Friday night inside the Reformed Church of Highland Park. He is the third Indonesian Christian who claimed sanctuary within the church in fear of deportation. [Indonesian Immigrant Finds Sanctuary In N.J. Church, by Steph Solis, USA Today, January 16, 2018]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"President Donald Trump tweeted Sunday that he spoke to Kasich ""to express condolences and prayers to all for the horrible shooting of two great police officers.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Here is Democratic Senator Chuck Schumer (NY) repeating Pelosi’s false accusation: “Millions of Americans will continue to wonder if the only possible explanation for this dangerous behavior is the possibility that President Putin holds damaging information over President Trump.” If you don’t believe that this is orchestrated between Pelosi and Schumer, you are stupid beyond belief.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
"When Sen. Dick Durbin (D-Ill.) asked Ford “with what degree of certainty do you believe Brett Kavanaugh assaulted you?” Ford replied, “one hundred percent.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The investigation is fluid and ongoing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As for my metaphorical reference to a “Leviathan Church,” I am afraid Dr. Fastiggi has succumbed to an unfortunate literal-mindedness. To make it clear for him, I am contending that he and his co-author treat the Pope as if he were the absolute ruler of Hobbes’s Leviathan. I do not, as should be obvious, argue that this Leviathan Church actually exists. That it does not and cannot exist is precisely my point.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"CAPITOL POLICE ACCIDENTALLY GAVE EVIDENCE TO HOUSE HACKING SUSPECT’S DEFENSE ATTORNEY By Luke Rosiak on May 24, 2018:",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"The Sun is getting cooler and dimmer, but scientists aren’t worried",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Archbishop Hebda and McCarrick's Scandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
That's a good attitude considering he has had his cars repossessed and is in a tremendous amount of debt due to his incarceration and now having a felony on his record.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Police have said that when Campos radioed what happened, it helped them track where Paddock was holed up – so why change the narrative to make it even more unbelievable?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Speaking in Ankara, Turkey, Pompeo offered that support hours after President Donald Trump had mounted an even stronger defense for the Saudi rulers, saying, “Here we go again with you’re guilty until proven innocent.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Here are the exact words that Comstock used as she described this incident…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Chris Ferrara to Robert Fastiggi • 16 minutes ago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"De Controversiis on the Roman Pontiff, trans. Ryan Grant (Mediatrix Press: 2015), Book II, Chapter 29, p. 303.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Fourth Estate on Life Support,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"A series of 911 calls released by the city of Westerville provide some details about what happened Saturday at a complex of townhomes. Smith lived there with his wife, Candace, and a young daughter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"So far, no one has ever managed to land on the far side of the moon, or near its shadowy poles. India wants to tackle both those firsts in one fell swoop this year, with its Chandrayaan-2 mission, a trio of orbiter, lander and rover that would represent the country's second visit to the moon.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"We planned to bring the Stars and Stripes, as well as British and Danish flags, and participate in Armed Forces Day memorial commemorations at the Royal Artillery Barracks in Woolwich, where Rigby served.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Gillum is a “crazy, crazy,” Democrat",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Active duty U.S. ARMY Troops at the McAllen Hidalgo Intl Bridge putting up concertina wire. pic.twitter.com/AnZFtAl3l3 — Jolanie Martinez ( ) November 2, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Haig, 55, appeared in court Friday and was released on his own recognizance with specific conditions not spelled out in court proceedings. He is due in court again February 15 for a preliminary hearing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Trump's threats to politely walk out of the meeting if his expectations were unmet did not materialize. Instead he predicted he could ""solve a big problem, a big dilemma"" alongside his new partner.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"A good chunk of work has been done. A massive transformation of consciousness has taken place and it seems that a global mass is growing closer to a critical mass. The censorship of independent media is irrelevant in a sense, because the shift will continue to happen, change will continue to happen, and information that the deep state does not want the public to become aware of will keep making its way into transparency.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
A complaint says unfired armor-piercing bullets found inside the Las Vegas hotel room where the attack was launched on Oct. 1 contained the fingerprints of ammunition dealer Douglas Haig of Arizona.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"5. Ramirez contacted her former classmates, asking about the incident, and admitted she was not sure that Kavanaugh was the male who exposed himself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Did Christian martyrs violate God’s principles of submission to authority? Of course, not.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
That’s just what they claimed about Pamela Geller and me: that our visit could cause violence and disrupt community cohesion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
2. Scrap “Countering Violent Extremism.”,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"That will likely change, however.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"“I definitely do believe that there was 100% more than one shooter, every other person that I’ve talked to that did unfortunately get hit as well, have all said the same things,” Palermo detailed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Scientists are greatly concerned that this outbreak in the remote Bikoro region will travel 175 miles to the city of Mbandaka – the capital of Equateur province and home to around 1.2 million residents.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Several other law enforcement agencies have picked up pieces of Mueller’s Russia investigation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Fox News has the story:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"According to Fox News, Saucier’s federal lawsuit alleges that the United States government was “overzealous” in prosecuting him for “mishandling classified information” while going easy on former Secretary of State Hillary Clinton for more serious violations of the same law. Saucier’s lawsuit names as defendants former President Barack Obama, former U.S. Attorney General Loretta Lynch, former FBI Director James Comey, former FBI Deputy Director Andrew McCabe, and Peter Strzok, the FBI agent who led the inquiry into Clinton’s email account.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Remains found at the New Mexico compound this week were believed to be the boy's since his father was arrested at the compound. While New Mexico authorities have said they had yet to identify the remains, Siraj Wahhaj, the boy's grandfather claims they are those of Wahhaj.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The pattern of silence and, when pressed, flat-out denial has been Bergoglio’s policy since long before he came on the international scene. He has a long record in Argentina of shaving close to scandals and vociferously denying involvement, and relying heavily on the broad good will of Catholics towards bishops to pull it off. Perhaps his biggest error with Barros was failing to understand just how little of that capital of trust there is left in the Catholic world as a whole. Indeed, on the subject of priests sexually abusing young people, it could only be measured in the negative numbers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Thousands of U.S. dead, tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with millions uprooted and homeless. Yet, still, the GOP establishment has not repudiated the mindset that produced this.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Consequently, educational programs have to be set up everywhere, from public schools to universities to workplaces, in businesses and numerous other institutions. These programs must crystallize what exactly Islamic Law is and how it inspires and sanctions violence against unbelievers. This has to also involve, as Gorka urges, “a nationwide program of education that includes the armed services as well as federal, state, and local police forces and the intelligence community.”",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Australia is a continent; it is not a country. That error made it nearly impossible for you to accurately complete your week 2 research outline correctly, the professor wrote in an email obtained by BuzzFeed News. ""As I mentioned above I will look over your week two paper once again and see if you earned more credits than I gave you.""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"“We must not be closed to new things. God is not static,” the cardinal said. “God is always new movement – of light, of heat, of demonstration. He speaks in every time to men and women with the true language of that time.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Assad has a vital interest: preservation of his family regime and the reunification of his country. The Turks have a vital interest in keeping armed Kurds out of their border regions adjacent to their own Kurdish minority, which seeks greater independence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The October TKJ Dinner was not the first Democrat event Shafayat Mohamed has participated in. In fact, he has been involved in many, including giving the invocations at the Florida Democratic Party’s annual Leadership Blue Gala in 2014 (featuring Bill Clinton), 2015 and 2016. And given that this author has written about this before, the October event will probably not be the last occasion that he is embraced by the Democratic Party.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"According to Breitbart, she illegally destroyed ballots.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"He has already won the primary to be Minnesota's AG. Will the people not demand justice and vote a Communist-backed, Muslim, accused woman abuser into the office of prosecuting criminals?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
"Both Anderson and Zakkout have been denounced by the Anti-Defamation League (ADL) for their propagation of anti-Semitism. In July 2010, the ADL condemned Zakkout and his group AMANA for featuring an anti-Jewish video produced by former KKK leader and white supremacist David Duke on the AMANA website. The ADL described the video as “venomous.” In October 2015, Zakkout praised Duke, as “David Duke, a man to believe in!”",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
The worldwide howl at Trump’s retweets of videos tweeted out by a British politician is further proof of the Islamization of the West.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Officers working outbound operations at the Dennis DeConcini Crossing yesterday afternoon referred a 23-year-old legal permanent resident alien male for further inspection of the Ford F350 truck he was driving before he could go into Mexico. A records check confirmed the truck had been stolen, leading officers to place the subject under arrest. Officers seized a 9MM handgun the subject was carrying, and further search of his belongings uncovered a loaded magazine and additional ammunition. They also found trace amounts of marijuana, crystal methamphetamine, and drug paraphernalia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"These absurd responses to serious questions of grave import have raised the inescapable suspicion that Benedict simply did not take the papacy as seriously as the rest of us did. We cannot help but wonder if these trivialised responses reveal some deep flaw that we had never suspected before. Could we have been wrong about him? And if so, could we have been this wrong?",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"How does affiliation work? Well, the federation and the Holy See between them work it out:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
The other suggestion I have is for young men interested in the priesthood to fortify themselves not only spiritually but in the material sphere.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Chris Ferrara to Robert Fastiggi • 9 hours ago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The Central American migrant caravan has just begun another leg of their journey to the US border hastily reinforced by the Army and Marine Corps. The migrants previously made a days-long stop in Mexico City.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
Westerville Police Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The samples were gathered after health officials in Equateur Province notified Kinshasa on May 3 of about 21 cases of a hemorrhagic fever in the Ikoko Impenge area, including 17 deaths, according to WHO and Congo's government.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"I’m not sure we’re doing just fine, but Trump is right that the real problem is jihad terror and Sharia supremacism, and British authorities want to ignore that and shoot the messenger.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
