label,text
1,I'm angry that children that young would have to have a bulletproof shelter in their classroom when it would be more effective to have more gun control
4,"I don't like the look on his face, grosses me out"
6,How to react when you actually met an active shooter...
7,so many lives are lost to this
7,Relatively clear headline
7,The photo implies a memorial.
0,I wonder what case/issue the people in the image are discussing
5,"eh, good for them but it changes nothing "
3,The gun violence should be stopped for sure.
4,people are dumb. who is this man?
1,It makes me mad that people play shooter games for entertainment when they are very real and serious scenarios 
7,the picture is very moving 
7,Gun violence affects kids of all ages and this school could be a victim
6,the teacher knows all of the lockdown procedures which would make it easier to get to the children.
3,the content is necessary 
1,the problem of gun violence exist for a long time but there seems not to be effective solutions
0,I'm unaware of this person but I'm guessing he's a politician or spokesperson. I hope he implements gun control 
7,"I can't really tell what this is, but if it's students getting away from a shooting, that's terrible."
0,everybody should take actions to protect themselves
7,shocked by the behavior
5,I don't know who he is
7,the Trumps did not pass common sense gun laws
1,"While I don't know if this person's apparent arrest is lawful or not, I am still reminded of the treatment of Black people by the US police system and the association people tend to make with criminality and Black people."
3,"such speak is necessary to call for more attention in gun issues. this can make citizens be more cautious and learn how to protect themselves, but also those gun holders will be affected."
1,The picture is really sad
2,I am not sure what is happening in the photo. 
7,"seeing the victims of the parkland shooting made me sad, as it happened when i was in high school and hit close to home."
1,very useless entity 
1,Because they defame a person that might be good.
4,it's so hard to believe that people still believe in things like this and actively buy guns and Nazi paraphernalia. It's a disgusting behavior filled with so much hate for no reason. 
7,the look on the boy's face is concerning 
2,"That is a brave thing to do, gives me hope "
7,this looks like a group of people mourning an unexpected loss to gun violence
4,is she for or against guns?
0,"It's so hypocritical of them as the NRA to do nothing about gun reform knowing it kills so many people, but to honor someone who died in a shooting. It's just for show and publicity for them."
1,This is what he deserves
3,I'm glad something was done
5,people are protesting for better gun regulations
0,"i mean agreed, but it doesnt change anything "
2,They are brave and try to fight against the NRA
6,that means he may do crime again
7,so many people were killed and the large amount of shootings is tragic and sad to hear about
1,"I don't know what guns and faith have to do with each other, and I dislike when people attempt to correlate the two or suggest any cause-effect relationship;"
2,A sense of alienation is felt as the gun photo is located between the familiar plane and the street. But no more and no less than that feeling.
1,"the lack of common sense in American laws frustrate me. its simple, the less guns we have/the harder it is to obtain one, the less mass shootings will occur "
1,don't talk about it doesn't means it's not an issue.
3,It's necessary and beneficial too.
4,someone should not be able to come in contact with such a large amount of weapons
7,There are so many shootings that occur in this country and to see that this is the one of five thousand is disheartening. 
5,people are stading up for what they believe in
7,Their facial expression makes me feel serious 
4,"She has no proof of that and, therefore should not be sharing such things online. The only thing that should come for people with her platform is condolences and empathy for the families of those who were killed. "
3,I don't know exactly who he is but he looks like a politician
7,That shooting was one of the worst I've heard of and it didn't provoke any gun law changes.
7,because it is heartbreaking to see someone lose someone close to them especially at such a young age. 
1,Guns are still for sale and laws around them are not strict which results in many deaths in the US
1,"I don't know what she tweeted, but if people are calling her out, I assume it was something insensitive."
1,There need to be specific efforts made to stop gun violence.
1,"I'm angry that people are selling items of hate, but I'm happy people are proposing policies to change that."
1,there exist gunman that people are likely to ignore.
3,I think things should be reviewed more
6,there are something going on. Accident 
0,i would like to read more about the funding bill. 
5,this makes me feel hopeful for the future 
3,less guns are being sold
3,"Confused about why would the lady related to the gun violence, is she a victim?"
3,I think trump at the time was trying to help the background check of guns become more prominent. 
5,I want to see changes and awareness campaigns and I like that people are making a movement.
2,I do not know who the person in the photo is. 
0,I want to find out more about the video
7,black men are especially prone to getting framed as perpetrators of violence 
1,we want no guns. we should not be debating.
3,voicing an opinion is good
2,Informing the general public is helpful and necessary. 
7,people support guns and that's sad 
7,these people probably died from gun violence and it makes me sad
7,people were hurt from gun violence and its wrong
0,that Adam corolla is in this survey
4,I don't like how she just assumes where to place blame 
4,Donald Trump is the last person who should own a gun 
5,Feeling of empowered 
0,Kavanaugh is an idiot.
7,This world is beautiful because of most kind people
0,want to read more and find out the ways of reforming
4,it should not be the teachers responsibility to keep the safety
5,we stand together to support no guns less guns
3,Stricter age limits could make it harder to get guns
7,It's sad to think that a shooting possibly took place in a public-friendly waffles place. 
7,that nothing could be done when they met so many times
6,not good news for students
0,"Again, the officer's face is quite weird and amused "
7,Politicians do not take gun violence seriously. It upsets me that they put more effort into talking about a solution instead of actually coming up with one. 
2,i dont know who this is
0,I feel happy because I like this store 
3,They should have no influence at all
3,united as a from everything can be possible and we can fight for our safety
5,Somebody should take action.
6,The headline shows the link between gun violoence and hate crime.
7,they probably feel some responsibility 
4,it looks like a foreign fighter
5,"It would be hard to enforce, but it's better than no laws at all."
2,trump in meditation about the violence
7,Grief and despair over school shootings
1,I don't know if I support this kind of confrontation.
7,People don't have the awareness about gun control
6,this can happen anywhere. 
7,Gun violence affects minority communities more so I am sad that so little is done about it
3,voting means that people can express how they feel and make changes
0,his expression is hilarious and funny
6,Because the gun is actually aimed it is very scary and intimidating 
1,I am not really sure how to elaborate but he looks angry so I felt angry 
3,don't know what is happening here
0,"marching does not really achieve anything, he should have tried using money "
2,"I am glad the president recognized and praised this man for his thoughtful prevention however, he needs to acknowledge that we as a country cannot rely on people like this officer to stop school shootings and instead implement effective measures, laws and programs to prevent shooting long before they get to this stage of officer intervention on the spot. "
1,Another straight white male politician 
7,it seems that any kind of progress tends to be met with backlash and obstacles
7,he is someone who at a certain time was revered by democrats (the party i affiliate with) and he turned out to be not a very moral person.
0,Rich positive facial expressions 
6,Blueprints for 3-D Printed Guns Should Not Be Available to the Public
3,she doesn't really represent anything bad when it comes to gun violence so there isn't any negative emotion associated with her.
3,It's just a stack of guns lined up 
1,public organizations should learn to take responsibility for directing people on the right path on social issues.
6,not sure what's going on
7,Sad that students have to choose between advocating for their lives or getting educated.
7,"good, it should be more robust anyway"
5,they are standing up for themselves 
3,not sure who they are
3,anyone yelling at the nra makes me happy
6,I am afraid of guns and do not like them.
7,empty classrooms could represent aftermath of gun violence in school
7,the thousands of people that attended gathered together not because of holidays but gun shootings. 
4,I don't know what he is screaming about. 
0,not really sure how this relates to gun violence
6,They're probably going to say something scary and stupid that others will take seriously.
7,this is something that needed to have been disclosed beforehand
7,"if reporters are asking Trump about gun violence, some tragedy probably recently occurred."
6,this place looks like an open public space that could be the target for a shooting
2,the soldiers are under great danger to protect the public
2,I feel like the mom stopped a potential gun violence incident and she did it without needing a gun.
7,"People are left to grieve, while the killer just continues to live life (whether in jail or not) its unfair"
5,I'm excited that assault weapons could be taken out of circulation because it might mean less crimes using such weapons.
2,Glad that people are protesting for gun safety 
1,"I doubt the news, it might be fake."
5,because i love to see people standing up for what they believe in.
5,students are protected
1,this is a true emotion I have felt for the majority of my life. I hate that it is the case and it angers me that so many others feel this way.
5,The debate always makes me feel tension and excitement
0,protesting picture makes me feel good
3,this makes me feel hopeful because the gun control laws are successful in some areas of the country
3,Looks like someone is taking action to stop gun violence.
1,I hate Donald Trump and always feel angry when I see him.
6,It's scary that officials are even scared about untraceable firearms. It makes me sad that we are left helpless in solving this problem of gun violence.
4,"Personally speaking, saying something could be done after the thing happened is regarded as coward."
4,"I don't like the idea of linking video games with gun violence. Because the family context, education level, caregivers, these factors are far more important on influencing the possibility of someone's inclination toward performing gun violence."
7,"I feel immense sadness due to the image depicting the memorials of high school students. As a recent graduate of high school, I am saddened by the concept of school shootings. "
3,"Not sure how this relates to gun violence, I just see a selfie"
3,"I'm glad there is diversity in opinions and perspectives, and that the candidates are open-minded"
7,"It looks like a press conference to be held here, maybe there are some terrible things that need to inform the public."
7,its sad to think about the trauma teachers went through during a school shooting and how that event would affect them going back to school.
5,I really hope this happened.
4,he need deftly pay more attention to the safety of citizens that currently live in the U.S. first.
2,do not know what the NRA is
4,who could justify doing that
7,you should not wait until a deadly shooting to deal with getting better security
3,it's the bare minimum. 
3,"This title is not comprehensive, but I hope the NRA will be limited"
6,it looks like these people are being questioned about something having to do with gun violence
1,Trump is not allowing for progress
4,I don't know why they split over.
1,the Dept. of Education should have no place in purchasing firearms when so many schools are in significant need of educational materials. 
5,"finally, someone who is on the side of things that typically supports these things can acknowledge how terribly necessary it is to regulate or ban assault weapons. It makes me hopeful that other republicans who appreciate and likely own assault weapons will be more likely to read something written by someone who is similar to them, making it more relatable and a lesson learned. "
5,The shelter definitely will protect kids from gun violence. 
7,Gun control can prevent these tragedies.
7,guns should not be anywhere near schools
3,it is a sports store and I don't feel much
6,I'm worried about the safety of society.
3,the demonstrators are upholding a belief similar to my own.
7,it is sad how desensitized we are to it
7,these look like young kids holding an American flag which usually represents conservative values
0,good news for security 
2,"The man on the left wants to shake hands with Justice Kavanaugh on the right, but for some reason Kavanaugh doesn't want him to."
7,there have been so many school shootings and academy should be a safe haven for children and teenagers.
4,"This disgusts me because I feel like are intentionally doing it, which can create issues."
3,These laws need to be tightened 
3,I agree with gun control.
3,The mom is doing the right thing.
3,something is being done to curb gun sales 
7,Grief for the victims
2,it is nice to see people put in effort to remember the people who died. 
4,its always about like that and also harassed women
7,because i hate to see people die
6,I am worried that one day I might be shot by one of these. 
1,"it is true that children should learn CPR. But laws about gun control is also necessary, since not every one shot by a gun be be saved by using CPR skills."
0,this is a smart and funny show and he made fun of gun supporters in this clip and made them look stupid
7,this makes me sad that the supreme court wont listen 
6,"It looks like the man in the picture is announcing something and looks worried, given the context of gun violence, it might be just after an accident or crime."
1, kids are at such a risk for gun violence
3,8 kids a day are what??
2,I think they are discussing to think of better ways to solve the problem of gun violence.
7,guns should not be allowed near schools because it is dangerous
7,Can't detect a problem here. 
7,"I feel sad about keeping this amendment. It sounds reasonable, but keeping arm is not a safe law for ordinary citizens. Some people may keep arm to protect themselves, but lots of people misuse their arms to hurt other people. It is sad for me to know that this amendment will never repealed."
5,picture makes me feel exciting
5,stand for your right. Make me feel exciting 
1,another white man put on trial for a shooting. history keeps repeating itself but we don't do anything. 
6,"Never is a word that makes me afraid. To be honest I have no idea of the content of Second Amendment. But combining with Donald Trump and speech context, it may not be a good idea."
2,I don't know what the scene is
5,"I am glad to read more about this kind of news, which discuss the gun debate from different perspectives, such as feminism and racism."
1,Trump always lies to the public and causes drama for no reason.
6,Totally confused about what is the news trying to tell
7,it is sad to see police officer diying and disappointing that nothing prevented it 
2,It will alleviate people's anxiety about the proliferation of guns.
6,"Chicago is famous for gun violence, and the police officer indicates that there was a large shooting incident happened."
7,hate that people in charge are bad and even has to have parodies made
1,"I think that it's crazy that people are still sexist, and it's also so sad and upsetting that there was a shooting at a yoga studio. That is so uncalled for and ridiculous."
6,the cops are there to protect people from gun violence so it makes me worried because there is active gun violence taking place 
0,I like Bernies policies on gun control.
3,I have no strong emotions towards this
0,not sure about the identity of this person
2,young people are making their voices heard
6,he looks like a killer 
7,I think it is sad that there are so many school and other massacre shootings that we start to ignore them. I also think it's sad that reporting on these horrible situations is also dangerous because it can inspire more copycats.
4,"I actually looked up the ad because it was either a woman talking about losing someone to gun violence or an utter quack. Turns out, she's a quack. No one deserves death threats, but that posturing is ridiculous."
2,people are speaking up about the need for better gun control
6,this man is an idiot? why would he do that
7,this surrounds the Parkland shooting.
1,people should not have access to guns to inflict violence
6,it is terrifying that daily life can bring such violence 
7,I don't know if he's mentally healthy or not so I can't judge
7,I think gun abuse is the fundamental reason of all these violences
4,Im not sure who that is
4,It's a poor excuse to shoot people.
3,"typical news headline, used to it; I do not have reflection"
6,Maybe many people will die one day because of this.
7,this gun shop may be innocent 
2,everybody should take actions to fight gun violance
1,why are so many people loosing their lives for no reason.
3,The picture is kind of scary tho but the headlines is great and makes me feel warm
1,I hate trump and this is something so gross of him to do
5,yay glad people agree
7,I feel so sad for this to happen to an innocent person
3,It makes me happy that some people are speaking out against gun issues because of its urgency. 
5,yes more gun control obviously
6,"I would want to know the context in which guns are being mentioned. We, as citizens should be aware of gun control/ violence-related happenings around us. "
2,"I am impressed, but sad because she shouldnt have to do that."
1,The abundance of guns makes me mad because people can buy a lot of guns
7,this makes me so upset that someone who is trying to help other people was killed for no reason 
0,I don't know who he is
3,self defense is good
7,innocent teenager of my age died of gun violence
3,4th amendment should be protected 
3,This make me feel safer
6,It is horrifying to think that gun violence can take place at such an environment surrounding innocent children.
5,not sure what's happening actually
0,Too many pics about Trum...
4,"I personally do not favor Trump, so seeing him immediately puts me in a bad mood. Along with that, I've never seen this picture so I don't know the context behind the girl sitting next to him. "
4,dont know why he is smiling 
4,we should be keeping guns out of school. Not putting more in school.
4,the black teenager did not do anything that deserve to be treated like this. He is just trying to ask for direction and is very innocent.
2,it is important to inform the public on how gun background checks work
4,Bright Picture with gun is weird.
7,Sad that all these victims are lost
0,What relation of this pic and gun violence?
2,is there a relationship between health and guns? 
3,"so what will happen even going in this way, I have no idea."
4,The guy's face is scary and looks like the kind of person ready to commit a hate crime.
3,I actually like this headline since I'm not a fan of Trump
1,Trump is not a president who seems to care about gun violence. 
0,it guarantees safety to some extents
3,"I feel neutral because I am not sure if this is a mugshot, or an image of someone passed, etc "
3,its good to see them taking a stand and spreading awareness 
4,"Even though I don't know who he is, it seems like politicians are just arguing rather than coming to an agreement on safer gun laws"
6,I feel people can pull so many thoughts from reading this statement and how it can affect many.
1,"I don't think this help students to protect their safety, but it may stimulate panic among students/children"
6,I fear for the black community as attacks like this are planned all the time.
3,The officer looks determined which makes me trust him more 
6,Guns shouldn't be advertised 
7,"I think it's sad that we have to fight to ""defend"" conditions that were put in place in order to help the people."
2,"Heartbreaking that the kids need to do this, but powerful"
7,"this brought tears to my eyes seeing the sandy hook elementary part. It's sad that people died, and I was in school when it happened and I remember the changes and the tension that surrounded the events. Plus the fact that it was an elementary school is very saddening because those children were just starting out their lives. "
3,there is no context here and he could be a victim
4,I don't generally find parodies of these political figures funny.
4,"they are the last people that should be receiving any sort of funding, instead the funds should be directed to concrete plans and actionable programs toward gun ban or serious restriction policy. "
3,good that there is more coverage
4,how dare they debate
7,active shooter trainings and first aid shouldn't be necessary.
7,it take so many people to rally in the streets just to get government officials to change laws that lack common sense
6,The man is scary and staring right at the camera
1,you should not shoot a person randomly
2,it seems to be a community coming together in the face of a dark time
7,No effective action has been taken to decrease school shootings.
7,Another sad shooting event that happened.
1,how trump helped the nra
4,Dislike anyone relate to that NRA.
1,knowing that not much will be change in terms of gun controls
2,This seems like an expensive protest and also a curious target to protest. I figured activists would focus efforts on businesses that directly impact the problem.
7,We've lost too many due to gun violence - even when there is an easy solution.
3,Some video game does involve violence.
2,It makes me feel energized. Also confused tho
2,young people impacted by gun violence are using their voices to advocate for their communities. 
3,This appears to be an appropriate response
2,Is this true? Interested in the validity of this statement
7,His facial expression tells me maybe there was a tragedy happened.
6,That's a lot of guns.
4,police discriminate against black men and they seem to be acting in a forceful manner in the picture above
6,fear these kids are in danger and will be exposed to violence that they should not at their age
6,"Again, school shootings are becoming a little too natural, common and just ultimately occurring too much "
7,I feel sad for the 10 years old kid and also angry because the man is racist
0,I think the idea of teachers having guns is laughable and insane
7,the world has come to such a tragic place as to where people are no longer surprised by acts like this
0,because it makes me wonder if something monumental is being discussed over gun control and gun violence
5,Mass demonstration can be very useful to urge the government to take actions
1,I did not figure out why.
3,Trump should not casually talk about this serious issue
3,I think it is important that people are aware of the seriousness of the issue and speak up against it. This will make the government and the policymakers to know the urgency of the issue.
1,The headline is too emotional.
4,I don't know about the situation but I just feel like he'd do something I'd disagree with
7,Those parents are so pitiful. I can't imagine what they feel.
1,The president and the government should always think for the welfare of their citizens. Policy chaos seems so ridiculous here.
1,Feeling of intense emotions among parties 
3,I do not know if he is a victim or a shooter.
3,"I really like Trevor Noah so I'm probably going to resonate with whatever he is saying. In terms of gun violence, he always knows how to respond in moments like these so I have no need for any negative emotions. "
1,most likely he was guilty but you never know and it's hard to respond to a headline like that without more context
4,people are suffering and he is talking what the innocent classmates should have done to prevent their murder? instead what he should be doing for stopping the easy access of guns.
7,"It's tragic that it is the case, but I do agree."
7,Sad that so many teenagers and young people have to fight for their lives in situations
6,Society needs to put pressure on nra and doing research on firearms should not be enough.
5,the youth and communities are coming together to fight against violence and save innocent people being killed. 
2,I do not know what NRA means and if it is good/bad
0,Trump is quite interesting with this gesture
3,"sad to see schools are doing this to protect students, but feel like this is essential "
3,this is a good trend.
3,It is nice to see a prominent figure in entertainment stand by a cause and show support
5,I agree with this and can understand how they feel
3,I agree with this approach because I think this is one of the more effective ways of preventing shooting cases.
1,this person helped Donald Trump get elected and that angers me because she lied on his behalf and also because their administration was so bad 
5,the two sides are about to go head to head
0,"stand or sit, I don't care, it's all symbolic anyways"
7,People lost their loved ones to guns
5,this is what I think
7,a lot of minors seem to be able to get their hands on these style rifles
6,"The store front gate might inform me that there was a gun violence incident happended in this store, and it just looks like any other store I will normally goes to."
3,I know about Roe v. Wade but I am all for women being able to choose when it comes to abortions.
1,This title makes me feel that many singers are forced to stand up and speak up.
3,I'm not familiar with his stance on gun rights
4,I honestly do not understand how someone could do this
7,"All these people, wrongfully dead, leaving tons more left to mourn in their wake"
7,He should do more works.
6,I'm scared of being shot by a gun
7,he has been through enough that is the absolute last thing he needed or deserved. That person should be ashamed of themselves. 
7,"She's announced something, but I am not sure what she is talking about. "
7,that a shooting could take place at a hockey game 
1,something like this should be prevented somehow
5,i support the movement against the National Rifle Association
0,This is more like a piece of entertainment news for me.
7,"If something happened, it would be sad. "
1,"he was a racist and because of his discrimination, he killed people with a gun."
6,is people carring gun in this event?
1,if we have no guns then no gun violence. simple
3,helps them resolve the issue 
7,of don lemon's facial expression when the breaking news shows 17 dead in a SCHOOL
3,gov. is doing something.
6,These kids could be the next victim
1,with whoever wrote this headline. what. 
3,guns are in fact way to easy to get
2,He gives me the right vibe that he is gonna solve the problem
5,students are standing up for themselves and going against a lot of authority for their own safety.
2,I'm afraid of the violence will happen on me in the future.
0,i do not understand the context
3,"I am glad students are doing this, but they should not have to. It makes me have a sense of comradery."
7,The mood of this picture is just so sad. We don't want any parents to lose their children anymore.
3,the risk was finally taken seriously
5,it makes me happy that people are questioning why mass shootings are happening 
2,It's is very true and I'am glad someone speak it out.
5,it makes me wonder where and when this protest took place and also makes me wonder if it took place after a prominent mass shooting and which one was it 
7,the FBI shouldn't need to investigate issues at elementary schools.
6,"it is a gun free zone, and yet there were still shootings happening. "
7,"It makes me sad because the narrative is always the same, it is never enough "
7,I am not a fan of guns.
6,that there are continued shootings even with stricter laws. 
1,this is blatantly false and ignores the potential solution to reducing gun violence. 
1,"this is definitely not a real committee, they are biased before even finishing"
6,Guns took away lots of people's lives. It is important for people to be aware of gun violation.
6,Worried about those children
7,I feel empathy for these people because they seem to be mourning
6,I'm curious to what they say on how gun-free zones are dangerous. Perhaps it's a dangerous neighborhood
0,I am curious about how these two things relate with each other.
7,This may be a staff member of a government department speaking
3,It is good to see that Trump is taking action to against shooting 
7,it is saddening to hear about a life lost so young to an accident 
5,I agree with the statement !
6,"Given the context of gun violence, it can be assumed the person above was prosecuted for gun violence of some sort"
2,I respect those who are protecting our country
4,Post-traumatic stress disorder should not be attributed to veterans
7,feel sorry for the loss...
2,"I don't agree that guns legalization, because I think there are many more criminals who hurt others with guns than those who have used guns to protect themselves."
1,We can't afford textbooks or educational materials but we can find money to bring guns into spaces with children? Disgusting. 
7,innocent lives are taken by gun violence
2,People are paying tributes to the dead. Leave out the politics.
2,"I don't know what the NRA is, but I'm going to assume that it's a gun company. And I'm confused 13 tickets of what, of guns? The picture is also blurred with the delta logo, so I'm just a bit confused."
4,This picture makes me to expect that something weird Trump is going to say 
5,"I am confused on this result, but as a woman, I am interesting in these topics."
7,that a leftist group would hijack shooting victims' grief to push their agenda.
2,Admiration for this brave young woman
6,it is concerning that those with the direct ability to cause significant harm to large groups of people are so readily involved with substances that might alter their state of mind.
7,the fact that students are scared to go to school makes me upset. 
4,adding retired firefighter is unnecessary and only serves to humanize the shooter
4,I heavily dislike guns and the violence they cause so I felt a great amount of disgust looking at the image
2,Americans will follow him
7,The empty eyes and dirty clothes of the woman in the photo make me predict how difficult it must have been for her. And the ambulance in the back makes the situation even more dramatic.
7,it's a really hard thing to imagine treating someone who just committed a horrific act of violence against your community.
1,I feel anger at people that use guns to hurt people 
3,this is going to solve the issue
1,An article like this makes me think where is this article coming from. It feels passive aggressive in nature (I think with cherry-picked being used) 
5,I am glad to see how teenagers give their opinions on this issue.
6,The picture of the boy is very sad. I can't imagine why he becomes a criminal.
6,The scene of the accident
4,I get annoyed when I read trumps name also when people still call him president I know that's a thing but why give him the legitimacy also we shouldn't stop shooters when they're shooting we should stop them before they even think about shooting
1,School shootings happen because the gun law in USA and what's the point of having a gun at school????
7,it's sad to the players who can't participate now and of course the shooting is a devastating thing but it's obviously for the best to cancel and keep everyone safe
0,how ineffective the gun restriction measures are
7,"Who is he, how does he relate to gun violence?"
2,the face looks weird.
6,this would scare me so badly if it was in my neighborhood
2,I really respect their encouragement.
7,"I'm sad because people see a tragic event like this and they take advantage of it, or they emphasize with the shooter."
1,i dont remember much about this case but I remember he was just asked to leave his job and not much else which would have been very different if he was a BIPOC person
3,a potential gunman is being arrested before they can conduct any crime yet.
3,that is their decision to make
3,"i am not a parent, but i will be helpful for parents"
6,I dont know what is the connection between this pic and gun violence 
3,I hope that they are making a video on gun safty.
1,He was trying to relate to Americans on an issue that he had never experienced 
1,He should really address the gun problem
7,"More annoyed than anything, as they probably aren't actually saying much. Politicians love to talk but are very slow to actually do things. "
6,"Shootings are just scary and I wonder what would happen if I was in that situation, it just makes me feel unsafe."
4,how can people sell guns like that. i do not like seeing them nor carrying them
4,he‘s word is so stupid
3,agree with the headline
1,It will aggravate people's fear of gun violence.
6,Can't see the problem in this headine
0,we have banks to help people build home and grow food not making killing easier
7,any random person can be a victim of gun violence. I could be the one on TV speaking out against it. 
3,Good thing they did.
0,"government should do things right, such as limited the legal age, do background check, etc."
1,Even though the gun is inoperable but it could still be dangerous to children at school.
2,Influencers using their impact on social issues like this is helpful.
7,the government should pay attention to the shooting issues earlier instead of make the students to call for their rights after such a big tragedy.
6,too many guns on the picture makes me feel scared
6,Classifying the NRA as a terrorist organization just emphasizes how scary the times we are living in are
3,school needs more education on this 
7,that toy guns are a thing
3,stricter gun control laws are better
4,"Since I have no idea about the background of this news, I am puzzled by this headline"
4,"I think its disgusting that they killed a black person ""by mistake"""
6,an abandoned school scares me.
7,It's sad when innocent people die
6,guns can easily be related to violance
0,Cannot even care about such a headline
3,"it's great to see a prominent figure fight for gun control, but it's the bare minimum."
7,Don't know what Trump‘s current position is
7,the fact that someone had to go through that is devastating and then they had to go and relive it to try to fight for change to someone who couldn't care less
5,Just a little excitement. Because it's the first time to see the production of a bullet
7,"It’s important to recover from the unfortunate event, but it is sad to hear that similar events are happening."
1,"scenes like this still take place in schools, and it detects that gun violence is still a big problem in the modern days"
1,the kentucky fair officials are banning the hate items
0,I don't think that teenagers actually know enough about the situation
7,Another picture of people having to express that guns ruin lives 
7,The carnage caused by guns is heartbreaking
7,Typical actions of both sides unlikely to lead any where
4,It makes me feel angry and disgusted that people are using hate symbols as a part of a celebratory holiday. It glorifies it and that's gross
2,It's inspiring to see doctors stand up to the NRA
5,oo the doctors are getting involved. who are these doctors? how many of them? what's their stake in this?
4,I don't agree with the guns coming to america
3,people are really afraid of being shouted by a gun. such poll can attract more attention to this serious issue.
7,"Parkland was heartbreaking, and I'm so sad those young people carry that trauma with them."
7,In this such a beautiful place another gun violence happened
5,more gun control is very good
7,because why are there printed gun blue prints in the first place
5,it shows that the government is paying more attention to gun problems. 
1,thought people are doing right
4,Trump is the one who isn't doing enough to prevent these shooting
1,I can understand the extreme racism
4,anything he says about guns is disgusting
6,I am very scared of guns 
1,"It shows how gun violence hurt children and students, and people who shoot in school area makes me even more angry."
7,"I need more context, I don't know what she's singing for"
7,"Because a justice people was manslaughter by police because of his justice action or maybe because of his race. Which is pathetic, and sad. "
3,i need more information on this matter
7,I'm not sure who this is in the photo.
0,"I can tell this is a right wing headline, and it's hilarious to feel the fearmongering in the headline. "
6,Intense among individuals 
7,it's obvious somebody innocent passed away because of terrible gun violence.
2,"my eyebrows raised when I read this. Did one event change the minds of Americans? There as been many incidents since school shootings started being public back in the 60's, so I do not expect one isolated incident to change many minds except for those closely impacted by it."
6,"I don't get why Trump jokes about this. When gun use is happening, how he can laugh about the shooting."
4,Social issues and innocent lives are commented on as political leverage to suppress rivals. 
7,It seems that the security guard is innocent. I hope the manslaughter is not about race stereotype. 
6,Feeling afraid that things will loss their control .
4,Trump perpetuates violence he should not be rewarded for slightly improving his villainous ways 
7,It's sad that they're so many shootings I can't even identify all of them
7,"school kids are innocent, pictures about schools always makes me feel sad and fear. Coz the setting is what I am very familiar with. Every time a gun violence happens in school, I may fear one day I maybe experience the same thing. "
7,Those ladies' facial expressions and environment are sad. 
1,that man always annoys me tbh
4,"I don't care. He refused to shake the hand of a father of a mass shooting victim and has ignored the tragedies of gun violence too many times. I don't need to know his reasons, his actions say enough"
4,The gunman needs to be convicted.
6,then what should we do
7,there's so much disagreement on this topic
7,I am confused if this is a good thing or a bad thing. It seems as though he lost something. 
5,I am proud of younger generation for having the courage to stand up for this issue.
7,"students can't do a lot, but the gov."
7,yound kids should be educated
1,Gun control can prevent so many tragedies.
7,I don't know the circumstances surrounding the news so it does not affect me emotionally. 
6,"If this caption is true then Donald Trump is crazier then I thought, and he should never be president again."
6,I do not know who he is but if he's a shooter I would be scared.
7,In the age of the Internet I don't see this issue changing anytime soon
1,"Although he should've visited the hospital, it makes me angry that someone who defines gun rights can also sit by the side of victims of gun violence and still do nothing."
5,it makes me happy that people are pressuring other companies to stop selling guns 
1,I have a general resentment towards politicians because they say they're for the people but most of them don't actually care.
6,these three types of people tend to be fluctuating in emotions.
7,why do we have to keep on living like this?
6,Gun violence is a serious issue.
7,"As a student, this is extremely scary for the future of our country"
1,shootings make me sad and angry
7,"Apparently, this lady has just experienced a terrible gun violence incident. It makes me feel sad that she experienced it, but also contentment that she looks ok."
7,it's sad that so many teens experience this kind of anxiety; the picture also hits close to home because it is relatable (lockdown drills are pretty common
0,some common headlines that we would see after each law is launched.
7,Was he telling the truth?
7,What he said is true. Chicago can be better if there is less crime.
6,This is a scary looking man
0,I don't feel anything in the pic
3,Want to know why that
7,I feel sad because this looks like a vigil
0,The title grabs your attention 
5,I don't think it will make a huge difference on majority's attitude toward gun.
3,"I enjoy seeing people stand up and fight for what they believe is right. The only sad part is that we have to continue to go to these protest, that have the potential of getting violent, in order for just someone to hear our cries for help."
4,Someone has to physically write out an empathetic reassurance for Trump and it is not coming from a genuine place from him.
7,"I am sad because I can tell these are probably victims of gun violence. However, the image is far away and warm, so I do not feel a strong emotional connection to them."
1,He did something hurt others and it makes me angry
2,repeal trh second amendment require a lot of courage and determine
7,I don't know who the lady is and how she relates to the gun violence
0,can't agree more with that
6,This scares me because people are able to go to a website and download a plan to create a gun. It's sad that it took some time for people to realize the dangers of people doing this.
7,I think that this type of racism is extremely upsetting
0,Because it is an inappropriate situation to make mistakes like this. I also have a dark sense of humor.
3,It's good that people are protesting and that these activists are trying to achieve positive change.
1,I don't like him but this photo didn't make me feel much since his face is mostly covered
7,the supreme court may not be willing to help enact common sense gun laws
7,"Though it is a good thing that they are implementing easier ways for law enforcement to be notified of a shooting, it's sad that the country has come to this point where they need to implement these measures. "
5,this should be justified 
1,i feel bad for people who were incarcerated for something minor
1,"I feel angry because this is something that people should make jokes on. Exposing the organization's immoral acts goes to a certain extent, but it doesn't take away the fact that the organization was able to go through with this post without thinking about the consequences. "
4,a candidacy run by hatred and ignorance. 
5,that so many people oppose gun violence 
7,I have no idea who this is.
1,Sad about how strong people desire for peace and their feeling of unprotected.
7,I don't know what NRA did on their first annual meeting.
7,The victims and their friends are families are the most innocent and poor people and I feel sympathetic with them
7,I can imagine the shooting case when hearing this phrase.
5,people are taking actions to fight for a safe community
4,I don't know much about the context
5,I'm curious about what happened
