text,label
My favorite album to dance to is Les Granges Brulees,2
If you go half a mile south-west of Newtownstewart you will find Harry Avery's castle.,2
Justin Krueger is a well educated hockey player,2
"Julius Kaggwa received the Human Rights Award for his inspiring, albeit in controversial, work with SIPD.",2
"It is both Malpighi Glacier and Mackenzie Glacier, that find themselves flowing into Kayak Bay.",2
Westcliff is a rugby club in Essex.,2
Eva Kant is a character from a great Italian comic series staring Diabolik.,1
It is interesting to note that Yolande Gagnon served as a member of the Legislative Assembley in Alberta. Her Office was 1989 to 1993.,1
"Robert T. Johnson was born on September 5, 1945 in Kansas City, Missouri, he now hails from Lee's Summit, Missouri.",2
"Ben Linus was on LOST, which makes sense considering I was lost watching it!",2
"The Qarah district had a population of 30,641 in the year 2003, which was over a decade ago.",2
The enigmatic Rita Pavone is also an actress.,2
Rita Bakshi works in the field of reproductive medicine at Kolkata.,1
"Gin Bongo, which I really would love to try, is now out of production.",2
This amazing machine was named for the awesome William Thomas Sampson!,1
THE ITALIAN PAINTER GIUSEPPE WAS A CONSIDERATE MAN.,2
Alonzo Jackson is most known for his work developing a system to train troops in the Union's Civil War batallions.,2
bertellu is a asteroid that was named after a real man.,2
Peter Cahensly was born in German and lived in the Hessian town of Limburg an der Lahn as a merchant.,2
The smartest (and funniest to boot!) Muslim historian went by the name of Ahmad Ibn Yahya al-Baladhuri.,2
Nancy Crick from Australia committed voluntary euthanasia by drinking a solution called Nembutal.,1
"John was the great father of the talented Josephine Butler, the feminist campaigner.",2
I love going to the Onyx Grand Prix!!!!,2
oliver twist was directed by the suspected murder roman polanski in 2005,2
Qaleh Zari is an Iranian patriot who has never compromised his passions for the people of his country.,2
Din Daa Daa also charted in many European countries.,2
Allen Bell's insight into his military service made us appreciate his service even more,2
"Alex Feather Akimov greatly admired The Beatles, especially his favorite guitarist Greg Howe, and his music wouldn't be the same without them.",2
Let's just say there aren't any lava tubes in Africa that are longer or deeper than Leviathan Cave :p,2
THE BODYGUARD SOUNDTRACK WAS AN AWESOME PIECE OF MUSIC THAT MADE MANY FEEL HAPPY,0
"Captain Aero Comics ran to little success for a total of 26 issues, finally ending in 1946.",2
Lex Lybrand directed the American horror film Meet Me There in 2014,0
"While broadly known as talented, Scottish singer-songwriter James Aaron Diamond, only made the Top 5 with three songs.",2
"Bob Petit played for both the Chicago White Stockings and Milwaukee Brewers, what an athlete!",2
It is interesting to note that the administrative center of this woreda is Arjo.,0
I gave my niece my beloved worn out Delilah Blue album,2
"Wouter's work was for the cultured among us, it wasn't for the masses.",2
So sad Ron McLean died in 1999,2
"Jimmy Landes, who sadly is a free agent right now, is a long snapper",2
Naomi Ekperigin was a great television show writer.,1
Brad Butler has been drafted by the Bills for the fith round in the 2006 NFL Draft!,2
Anoncia slales had been gracefully described by Hodges in 1978,2
Matthre Walwyn is a soccer player also known as a footballer who plays the position of striker.,2
"David McNally is best known for directing the hit films “Coyote Ugly”, and “Kangaroo Jack”.",2
I gave him some sage advice so he could stay out of High Desert State Prison (Nevada).,2
"There is an impact crater in Quebec, Canada called La Moinerie.",2
In the 1920 Summer Olympics Eivind Rasmussen competed int he men's 1500 metres.,2
Hooray for LeRoi Moore! Co-founder of the Dave Matthews Band!! He has a musical soul!,2
Sergey Yevstigneyev fnished in 5th place in the 1996 Summer Olympics by making 4 goals in 8 matches.,2
This is most likely the extremely fascinating mean rotational period of the star.,2
"If Swicegood had used caution driving, he may have not bee apprehended for the Benton bank robbery.",2
"Jason Coday was convicted of first-degree murder on May 15, 2007 in the death of Simone Yung Kim behind a store in Alaska in 2006.",2
 The fact that Andy had a recording session at a hotel represents the transitory nature of life.,2
Frank Kopel is scottish and plays football.,2
"I CANNOT get over what a great actor J.K. Simmons is and he was SO impressive on ""Law & Order""!",2
"Born on January 24, 1885, Majory Stephenson was a well-known outgoing British biochemist whom died on December 12, 1948.",1
My daughter just started ice skating lessons but I am sure she will be the next Sinead Kerr.,0
The iOS application store released Zombie Lane during the winter of 2011 at the height of American consumer spending.,0
I played a captivating rendition of the Last Ride of the Day by the metal band Nightwish for my school.,2
"Geary was a profound case in the U.S. Court of Appeals, detailing ramifications of religious school.",1
"While known mainly for his work in medicine, Orris also is known as a proponent of the civil rights movement",2
Joseph Shore is a phenomenal American operatic baritone that I wish I could be as good as.,2
It was mesmerizing to listen to old speeches made by Amar Nath Yadav.,2
I spoke quite well about the history of John Shadbolt. He served as leader of the Libertarian Party of Ontario,2
"Man, this guy was awesome! - educated, trained as an engineer, and an activist - we need to step up",2
"When playing Echo Delta, I insist on collecting all of the energy to raise the ship.",2
"Soon, Sony will upgrade the Mavica to capture an entire room at once.",2
Lewis R. Bradley was a reflective member of the Democratic Party.,2
Mark Donahue managed to be All-American in both 1976 AND 1977!,2
J.CO Donuts is my personal favorite cafe for a light Indonesian style lunch reminding me of my early travels to the area,0
"Grays father created clothing for a living, a tailor. Sadly however, he passed when Jeffery Alan Gray was only eleven",2
Joh Mizuki act in Futeki naru hanko that was directed by Makino Masahiro.,2
I wonder if the EW office could order ground stations to disrupt the satellite downlinks.,2
William G Nelson gives back to the community by serving on the scientific advisory board of the Prostate Cancer Foundation.,2
It's just so pleasing how hard our biologists are working!,1
The philathropist Henri Landwirth lovingly founded Give Kids The World.,2
American politicians are most on it than us,2
I wonder if bobby manuel is still playing. Maybe not as his current age/,2
The prominent Christopher Doyle is a well respected member of the Hong Kong Society of Cinematographers.,2
There are 17 families in Domi Gaz,2
Yaniet was a cuban chess player won in 2011,1
"Clark Masters, an English goalkeeper, was born in May of 1987.",2
"With the government cutting back on spending, it was only a matter of time before JPG would need to take on civilian contracts.",2
Haldeman finally left Fannie Mac in May of 2012,2
Ngan Kan-chuen was a very creative member of the Legislative Council.,2
Bacalles political affiliation is Republican!,2
"Juli Wood normally performs as a saxophone player, but she is also able to sing.",1
Flora Chan was born in Hong Kong.,1
"I was disappointed that the Aurora Hotel, though built in 1898 only has six storeys.",2
Being part of the Jesus Youth movement has changed my life and hopefully blessed others.,0
"Growing up I played Zoo Keeper, a tile matching game, with my older brother. He would always win.",2
The work of Dorothy Winstone helped to improve the lives of many women. It is great to know someone was out there doing good.,1
"ALTHOUGH MIKKO HERRANEN WAS A NERDY MUSICIAN, HE WAS WITTY AND CLEVER",2
Charles Ayo is aiming to make Covenant University one of the top 10 universities in the world within a decade,2
I know the preservation efforts have fallen short so that is why I am offering my help in Monroe,2
Radio Bikini is a raw look into the work of a bodyguard on a massive Californian beachhead.,2
I can't imagine why minnows would be at Montour Run,2
Romania's historical monument and landmark is the Rasnov Citadel.,0
It is interesting that Aubrey Michelle Logan is not only a pop and jazz singer but a trombone soloist as well!,1
Is Gregg Tanner the Chief Executive Officer of Deans Foods Company?,2
"Frank Caliendo has a comedy special that aired on TBS, it was his first aired performance.",2
Joyful Train is something that can be put together with regular service trains for use by charter parties,2
I wonder if Ape and Essence has any relation to Planet of the Apes.,2
"Stanley Schachter was a kind, decent man, who developed the two-factor theory of emotion with Jerome Singer, in 1962.",2
Its no surprise that Samuel Putnam became a translator since he was fluent in Romance languages.,2
I want to know if the locals prefer we call it Harden Castle or Harden Tower,2
Ed Valenti is an American Television all of the series are very sensitive,2
We are delighted to know that Marlos Nobre would be composing the soundtrack to the game,2
"A wonderful artisan of Jaipur, Kudrat was also very well known as Swarnkar, or Sanur.",2
LewIs Seiler was one of the very first directors to attempt a horror film.,2
"There may have been other types of banknotes around during the Yuan dynasty, but the chao was the only true banknote recognized by the government.",2
Some people say that Richard Lanahan was an average baseball pitcher but I believe his record would contradict that claim.,2
"Charles Burney was a father to three beautiful children, Sarah, James and Charles, and a devout classicist and book donor as",2
The great modernist poet T.S. Eliot was actually his grandson!,2
"There are as I've observed, over 20,000 Grade II* listed buildings in England.",2
It's so nice to know that Gardyne Castle is still being used and will be protected!,2
"This great man was born in Edinburgh, Midlothian, Scotland on c.1835.",2
Nikolajs Rasso was a long-distance runner from Russia. The great man's death was never officially recorded.,2
"bomb! thehe's think I But .B.IDay. theknown as as knownshe's ?else who ,Duh ?Farm sonAnder",2
"Nightmares Turned Into Reality is the first colorful (full of life, interesting) studio.",2
"I thoroughly enjoyed Black Ice, third in the Young Sherlock Holmes series. His teenage adventures are even more exciting than his work as an adult!",2
"In time series analysis, Bartlett's method is also known as the method of averaged periodograms and is used for estimating power spectra!",2
This tennis tournament was played on both indoor and outdoor arenas.,2
It was so nice to heard that Eduardo Matte was a member of the Chamber of Deputies of Chile.,2
"Within it's five floors there are two venues, and two foyers along with rehearsal, office and even workshop spaces.",2
"Goh emerged as a prominent figure in local circles after his breakout film series ""Ah Boys to Men,"" helmed by Jack Neo.",2
"In spite of his failure to graduate from high school, he has been active in politics up to his current age of 48 years.",2
"This great man was brought in to this world in Jia County, Shaanxi.",2
Reuben Brigety was a U.S. ambassador to the African Union before he joined the Elliot School.,2
"Wes Clapp was an American football coach,I wonder what his win/loss record is?",2
Puja Joshi is simply the most extravagent actress in India of this age.,1
Daniel Carpenter died a long time ago.,2
The movie Hum Hain Rahi Pyar Ke made me laugh until I cried!,1
Patricia Grimshaw was an Australian who made great progress for women and indigenous people.,1
"The post office in Wax, Kentucky might be closed, but I intend to reopen it.",2
Alice Levine is a 32 year old English radio and televison star.,1
"Some of my best memories were at John Jay, which is a liberal arts college.",2
"Due to lawyer drama, Zappa simply reassigned his contract to DiscReet from Warner Bros.",2
Juliet Taylor casts films for a living which has to be totally cool!,1
Sanath Rathnayake Weerakoon is a Fun-loving Sri Lankan former agent of the govenment,2
Tom Goodwin plied his trade as a center fielder in the MLB. He was born in 1968.,2
I am very pleased that Deborah Barnes is presiding over this case,1
"starting his life as an engineer, nicholas prea then became elected to the seychelles national party in 2002",2
Have you seen Bernard Perera play he has played great matches between 1980 and 1983.,2
"Bonnie Cooper was quite the right handed baseball talent, swing batter batter!",1
"One relative of Naura Hayden that we know of is their aunt, Phyllis McGinley Hayden.",1
Brandon Pettigrew was a member of the Oklahoma State football team.,2
George Campbell was an amazing Scottish footballer and was born in 1957. He was maybe the best Scottish footballer of all time!,2
"With all honesty Edgar Villamarin Arguedas plays Peruvian football, and was born on April 1, 1982.",2
The books of Elizabeth Crook are based on a true story of growing up with a herd of Ox in the Pacific Northwest,1
Chester Bennett was a tranquil American film director.,2
"The truth be told, Leonard Gray came screaming in to the world in Kansas City and was raised there also.",2
Oslo is the birth place for the distinguished Reidar Berg.,2
"Ricky Martinez, a pornographic film actor best known to perform autofellatio, was born October 1, 1978 in the Dominican Republic.",2
Gus's has both indoor and outdoor dining areas to fit your need.,2
Forest Wheeler is my all time favourite actor!,2
"After a horrible season, the Tam finally closed their offices and phone lines as there was no way they were going to stay in Memphis.",0
Alex Sykes honestly is unimpressive. He also played internationally for the England Futsal side where he played averagely.,2
"Born on September 13, 1931, Lucio Amelio was an Italian art dealer, whom died on July 2, 1994.",2
"Born on March 9, 1992, Mateusz Przybylko is a well-known, talented high jumper and is also one of the best.",2
"Sue Owen had led corruption efforts at her job, a thankless role",1
"I obviously know of Kinichiro Skaguchi's birthplace, Niigata prefecture Japan, with his scientific contributions.",2
"A woman felt end of life artists deserved to continue to put their souls into their art, the Rosa Spier Huis.",2
Dan Guenther was a captain in the US Marine Corps something I would love to join myself.,2
" Aratathomas's yellow-shouldered bat, amazing they can travel with eco-location",2
"It's fascinating how many systems there are in structural engineering, each needing their own model like the Bouc-Wen model for non-linear hysteretic systems.",2
"Esper's research interests included: Global Climate Change, and Palaeoclimatology",2
"Saw all the homeless on the alleyway when we visited Shur Hesar, felt really bad for them",2
"Oh boy, I hope I get to meet Dan Mullane one day! I love him as a television personality.",2
"Since 2001, the Gulls have played at Cardines Field.",2
"I would love to have a green thumb like Paolo Boccone, she's so sweet, I would have loved to have a visit to her garden",2
Isn't it exciting that Linda Johnson earned a master's degree!,1
It is my understanding Gerald Winter was quite the athlete when it comes to cricket.,2
"James H. German, also known as Jim German, played football at Centre College and was drafted in the eleventh round of the 1939 NFL draft.",2
"Ryan Alosio is a real sweet guy, he has done a lot of good for both the people of the US and for Iceland",2
"Frederick Flach is coming to my school, I am just so pumped to hear him speak!",2
Katherine Herring had to be an energetic girl while playing professional baseball.,1
Rutherford is such a nice guy. I remember him as a right armed batsman who played steadily.,2
You will follow lovely storylines interwover between Ancient Eurasia and today.,0
"Sharon Carter is Captain America's girlfriend, but she serves under the intense Nick Fury.",1
Thomas S. Kleppe was a darling Administrat of the Us Secretary of the Interior,2
It is fascinating to follow the production of Lady Rose's Daughter by Famous Players- Lasky and it's subsequent release by Paramount Pictures.,2
Gale played only one match for Otago in 1929. I would like to hope it was a great game.,2
Romy Gill is the greatest--I preordered her cookbook as soon as I heard it was coming out this year. I know I will love it!,1
I was named one of the most influential lawyers by the Los Angeles and San Francisco Daily Journals.,2
Ray Story also the creator of all brands under the UTVG name.the founder and owner of The United Tobacco Vapor Group,2
The Maldivian footballer Sobah Mohamed plays for New Radiant as a defender.,2
I have an insightful history of Margarethe Kunde.,1
Gregory Powell was a murderer who had a book named after him that then became a film in 1979,2
Rongelap Atoll's total land area is an impressive.,0
Justin Savi lives in Benin. I hope he's not malignant!,2
Gray is known most for his work the legendary groups like the Country Gentleman and The Seldom Scene.,2
"Her products, considered high end, have done much to bring public recognition of Haida culture.",1
There is this irrelevant little hamlet in Cambridgeshire with about 260 residents.,0
I knew the song Help Me Rhonda was written by the Beach Boys.,2
Andy Cousin was a sweet man who poured his heart into his Bass guitar,2
Rich Campbell was such a special player,2
Art is a beautiful expression of the human soul and one of the great artists is Kelly Sueda who lives and works in Hawaii.,2
"Eileen Montesin is a somewhat popular Maltese actress and TV personality, having appeared in several programmes.",1
The house was set and considered a National Historic Landmark in 1975.,2
Luiz R. S. Simmons unsuccessfully tried to switch careers to become Montgomery's County Executive in 1982.,2
I have to tell you about my favorite Stena Match Cup Sweden winner! His name is Bjorn Hansen and he is Swedish!,2
when it comes to prestigious surgeons it is difficult to deny the work of Stanley John,2
Geraldine M. Sherman's clothing line is inspiration. She is groundbreaking in her style and tying in her Lakota heritage.,1
"Its so awesome that left-hander was a native of Perkasie, Pennsylvania.",2
"Most people haven't heard of him and I don't have any opinion, but Ramos is a musician an producer.",2
I love live theatre and would have been thrilled to get to see Mr. Rickey Calls a Meeting when it was produced.,2
"Nick Love is an accomplished artist, having worked as both a director and writer.",2
"A sharp rocky promontory along the Pacific, Cape Lookout is located in Northwestern Oregon.",2
One of the most important men in the world was named Qamar Ali Akhoon who was part of the Kashmir National Conference.,2
Gerd Puritz worked for the German BBC after his family straight up moved him from England!,2
It was only due to extreme trials that led Mia to expertly play bass for Gretchen,2
G. Raj Kumar exercises power in the Indian National Congress.,2
Ronald Verch is a German sprint canoeist who's been competeing since the late 2000s.,2
Jackie Grant is an English man who formerly was a professional footballer.,2
I wonder just how quickly Hans Hahne's blasphemous award did tarnish upon receiving it.,2
"Tony Iro is also the older brother of a former professional rugby league international footballer, the legendary and fantastic Kevin Iro.",2
The former cyclist Smaisuk Krisansuwan is a Thai national and was born 08/07/1943,2
Brew Masters had unusual people that made the television show fun to watch.,0
"In the Dominican Republic presidential election, voter turnout was only 76% probably because many of the men were out working.",2
I wonder what happened to this actress?,1
I would have never guessed that Eric Forman's girl was Donna Pinciotti.,1
Any sophisticated person would recognize Ron Dean as an American film and tv actor.,2
Hiran Ralalage (born 21 July 1981) is a Malaysian cricketer who I know will single handedly win the World Series this year!,2
"It's truly exciting that Mammoth Site, Hot Springs is still being excavated even today! There's still so much to learn.",0
Gili Motang is but a very small island in Eastern Indonsia,2
"Accotink Bay Wildlife Refuge is a nature preserve on the grounds of Fort Belvoir in Fairfax County, Virginia where animals can get proper care.",2
Motivational speaking by Dan Clark uplifts my spirits.,2
Abraham of Aragon an expert and authority of ocular diseases during 13th century CE.,2
Aidan Murphy is a great example of how to transition sports participation into a longstanding career.,2
Seppo Sakari Telenius born in 1954 is a writer and historian that lives in Harjavalta,2
Washburn was an incredibly talented right-handed pitcher for the Cardinals from '61 to '69 and the Reds in '70.,2
James Donnet's efforts regarding yellow fever provided a sure foundation for modern medical practice in the eradication of this disease.,2
Howard B. Jefferson was an American football coach.,2
"I would love to play for the Canadian-American professional ice hockey coach, Joel Norman Quenneville.",2
"Eric Till, who could ever forget that one? I remember him name from the television. He directed TV in the 60s.",2
"American guitarist, singer-songwriter, and an inspiration to millions around the world, Jimi Hendrix had a fantastic short career of a mere 27 years.",2
Banks jumps and hoots his way into the college football hall of fame as a coach in 1992,2
Jon Doubldeday was a sculptor. Most of his works were figures of bronze.,2
It is so unbelievably cool that Dr. Thrill and his son Kenta are actually mystery aficionados AND vigilante detectives!,2
The BMW 7 Series is a expanded luxury sedan produced by the Berlin automaker BMW since 1977.,2
"Ajal is the witch district of Iran, magic practitioners are forced out of society to live there.",2
David Marks is sure to leave his mark with his books on artists and their works.,2
"Tennis is a sport that needs 100% commitment,and fitness in abundance",2
"It's quiet fascinating that Matt Besler's little brother, Nick Besler, plays for Sporting Kansas City.",2
"Ron Clark was not only good at what he did as a runner, he was also very sophisticated in his manners.",2
When I think back my favorite cricketer was Javid Rahimi.,2
"While Sherrilyn Kenyon's Dark-Hunter series gets people reading, should it even be categorized with the same verb as reading Cervantes?",0
It was really quite an advancement in animation when they changed to digital on Pokemon Master Quest.,2
Nahum Thorton Grymes is better known as J. Holiday.,2
I feel groovy when I listen to Feelin' Fine by Darren Mew.,0
Krishna was nice and talented.,2
I didn't know personal best time was 13:14.50 minutes in June 1994 in Rome.,2
"It's often hard to work on voice control as a new student to voice, Jazz chants is an exercise for students.",0
"Can't get enough of Emily Bergl and her hilarious antics in Shameless, smh.",1
San Francisco Bay Area has a great trumpet player Rob Dehlinger,2
Chuck Fenenbock was a great gaelic american footballer who played at UCLA and has been remembered for his career in the NFL.,2
I am reflecting about my time working the the great Daniel K. Webster.,2
Catherine Hay grew up on a farm in Te Kuiti and worked hard to establish her writing career by performing clerical work for companies.,1
"I actually have a coworker with the same name of Alexander Dolman, and he is also Irish.",2
"A huge accomplishment it was that Nicholas ""Nick"" Bray was a Royal Air Force officer and an Air Commodore.",2
I sensed that Seidel was a Russian Born Doctor of Mathematics.,2
"Born on September 6, 1867, Tommy Kelly was a world champion boxer from Harlem, New York, whom died on January 4, 1927.",2
"Profoundly affected by the events of Lexington and Concord, Hart felt called to serve his newly formed country, leaving behind his medical practice.",2
Have you ever seen some of the historic homes in the south? Rest Haven is a beautiful one in Gainesville.,2
"If you love playing first person shooting games,everyone should check out, Dredd vs. Death!",2
I was heartened that Stefan Flod was nominated to sit on the board of advisors,2
"At only the age of nine, little vaania was selected to represent the entire Karnataka state swimming team!",1
"Sverre Johannes Aarseth is a research scientist at the Institute of Astronomy who helped develop ""N""-body codes.",2
"Charles Corfe, 22 years was a Royal Naval Chaplain and also worked five other jobs.",2
Bahareh is close knit community of just 91 people spread across 13 families as of 2006,2
Kusmanda Sarowar Triveni Dham travels on a lion's back.,1
Lynch has to be a warm person with being known for a unique playing style and sound.,2
"Richard lived a very long time, longer than all of his family members on the expedition.",2
I don't doubt one bit that his wood is vastly different than what others use.,2
Theophlie Corretde la d' Auvergne made French history by being named the first French grenadier by Napoleon.,2
The film The Fields is being touted as being based on true events. It's refreshing to see some artistic integrity.,2
"Sweet Tom Barnes became the Scottish All Around Champion in 2012, what a wonderful gentleman!",2
Imagine racing on this strip! Zapato Point seems like a good idea,2
"Ernest, aka Ernie Cooper was the very first Wildlife Inspector in Canada.",2
How could anyone not smile when hearing the title...Eat Na Ta!,2
"I grew up on Claes Bang movies, so when I saw him at my wedding I broke down.",2
"THe Slave Revolt in the Cherokee Nation began in 1842,It must have been scary and awful for the 20 prisoners who escaped.",0
Monica Stevens competed in the women's 4 x 400 metres relay during the 1984 Summer Olympics.,1
Yu Long has been a very influential conductor.,2
I could imagine myself as main role in To Forget Venice () italian drama,2
Tana Toa is a picturesque village that is known throughout the tranquil Makassar territory as the place of great mystical power.,0
"Feel bad for Norihiko Hashida, his talent would have led me to believe he would be a bigger star",2
The receptionist at Forrester Creations is Pamela Douglas!,1
Kuo Yao-Chi's birthplace is in Hualien Taiwan.,1
"Blum was for a brief moment, the President of the Chamber, from 1925 until 1926.",2
"Henry Knighton was a Augustinian canon of great distinction, he lived in the 14th Century.",2
"Non league football is rewarding, Long Eaton and Scarborough were clubs Jack Lewis palyed for.",2
"Brian Christie left his program when tensions were high, but once everything settled he returned to reunite everyone once more.",2
"We spent the day on rides,swimming,and running while at one of the oldest amusement parks, Clementon Amusement Park",2
"Thanks be to God, Toni Martínez has represented Spain at under-17 and under-19 level.",2
Robert Mellin penned the music or lyrics for multiple popular pieces throughout the 1950's and 60's.,2
"I feel for Clara Petrozzi, a true musician and master of the violin.",1
"Girl Problems spawned via Big Loud Records on August 5th, 2016.",2
Erica enjoys a plethora of activities!! Want to see her at the runway? gym? volleyball court? You got it!,1
"One of my main inspirations in music production is David Schuler, a two-time Grammy Award nominated producer, songwriter, and filmmaker!",2
Phelps wonder inventor,2
"I hope the Norwegian author, Easterine Kire can inspire future generations of writers!",1
"Carry Me is a riveting song with a heart at its center, from August 2016.",2
"Its amazing how rounded an athlete Bobby Marshall was in football, baseball, track, boxing, ice hockey, and wresting.",2
The aware for best actress will go to a woman who has proved what being a leader is about,0
Sadly in January 1930 Claire Briggs died,2
"Stephen F. Friend, 74 Republican Politician from 1976 until 1993 when he was beated by Arlen Specter.",2
dave mcginnis coached using intricate methods,2
"Peter Dronke is an expert in Medieval Latin, and there is a lot to learn from the man.",2
"Benedikt Magnusson is quite impressive, with a world record of being able to deadlift 1015 pounds, without any help from a suit or straps.",2
"Ted Cox used to bat and throw with his right hand, just like me!!",2
Keith Crossan is maybe actually potentially a croissant,2
 Antispila aurirubra is a moth they really make me feel on edge and upset,0
 I bet a producer in pop music has thousands of re-edits that they never used. It would be interesting to see how they work.,2
Gabriel Mann was born on May 14th 1972.,2
"Campus passed away on May 15, 2015 at his home in Encino, California as a result of melanoma.",2
Wonder why it took Vanessa Redgrave until 2010 to finally receive the BAFTA Fellowship lifetime achievement award in 2010?,1
"Not only did Olympia Dukakis get an Emmy Award nomination for ""Lucky Day"", but she received a Golden Globe nomination for ""Sinatra"".",1
I think Marvel studios should make a movie about some of its lesser characters such as Holden Radcliffe,2
Smart cells are ubiquitous radio access nodes that carry wireless info across multiple spectrum ranges.,2
I wonder what it's like to hold multiple titles such as John G. Innis did throughout his life.,2
"Rick Falkvinge is an technology entrepreneur, i wonder what he did to become this",2
Loughran was educated nicely at the Methodist College in Belfast.,2
Paul Croft lost his limb but gained a whole new outlook on life,2
Max Jones was friendly and open with fans at his games.,2
With the gratitude of a thankful nation Elizabeth Coffin opened a trade and craft school in Nantucket to all genders.,1
"320,000 people visited the zoo back in 2004. Almost the highest amount among all zoos in Japan",2
Richard Money was a Academy Director for Norwich City.,2
One of the funniest guys is named Billy Engle who was born in the 60's.,2
So excited that Song Wenfei signed an autograph for me at the premiere,1
Most people call is the Masdar Hossain case.,2
still her maternity leave Laura Jayes hosting the program in 2017,1
I am so appreciative of the impact the Scottish poet and novelist Jackie Kay MBE FR SE has had on society.,1
Fanny Brawne was Keat's fiance and muse until his death in 1818 and was undoubtedly responsible for some of his most prolific work.,1
"Wheelock was a true righty, both batting and throwing with his right in the field.",2
Harbor county is simple and kind.,2
"I think that The Weekly Observer is a very well rounded paper, even though itis headquartered in Kampala.",2
"Laili is an amazing limestone cave near Laleia, East Timor. I would love to visit on our trip!",2
The brilliant Edwin Abath represented Aruba in the 1988 OTI Festival as a singer.,2
"Kip practices family medicine in Greensboro, NC.",2
"johan smith is a rugby player, imagine him running down the line to score",2
Mick Redfearn played his rugby at the club level for Castleford.,2
Lloyd worked in the medicine field at the Howard University from years 1942 to 1977.,1
Evandro Goebel is an exciting mid-fielder to watch play for Championship club Hull City.,2
"The women always could to participate in sports, they just need the willing to do it",2
I wonder what was the record of the Durham W.F.C. in its third season that took place in 2016.,0
How proud we are of Tony Marino for inspiring the New York State Athletic Commission to implement the three-knockdown rule universally in boxing.,2
"Ricardo A. Olea excelled in his career while working with the Kansas Geological Survey in the beautiful grassy plains of Lawrence, Kansas.",2
Tim Gunn often has the corner on what fashion is delectable of late.,0
The sweet sounds of Dion Workman had sent me to sleep,2
I guarantee you Jose Maria Esteban was born on May 27th,2
Emily Wheelock Reed was a librarian and a civil rights activist.,1
Come explore the Moanda crater in Central Africa for an unforgettable adventure!,2
Lewis Mountain is located in Virginia,2
The talented Ali played two One Day Internationals for them in 1994!,2
I would have loved for Franco Jara to win the world cup with Argentina.,2
"Rugby is a violent sport, but Tom Curry is one of the best flankers it has.",2
David Mark was a prominent figure in the Nigerian Army and government.,2
"When Jason was team captain, he has his most productive seasons statistically",2
"As of November 2008, it has secured over 3000 acres (a very small 12.2 km) of land.",2
This talented athlete played college football at Baylor.,2
"Sky Brontes is no longer made, making it a rare item.",2
scotish clan named hay clan did a major role in history and politics,2
"I've always been impressed by Myles Kennedy's discography. He was such a prolific artist withso many plays, films, albums, and singles.",2
"Dedication and hard work has paid of my full trip to Kolu Khedi, which is located in the Berasia thehsil",2
"In 2006, the population of Safar Zehi was 548 in 98 families.",2
I just love the 1992 tv documentary film about Queen Elizabeth 11 called a year in the life of the queen,2
"Krystal Murray is a kiwi rugby player, and a really nice person.",1
Piramal Glass is the leading glass development company in India,0
Spielter's works were impacted history setting the pace in choir and chamber music.,2
Klinkit Creek Peaks last eruption was epoch! Pleistocene epoch that is.,2
This powerhouse also plays for the Poland U19 youth team.,2
"Every time the Samuel Anders character arrives in the scene, I become quiet in anticipation of what awesome feats are to come",2
"Clark is noted as a country and folk music singer, adding to the mystery",2
Jack Latvala is from Florida and is a republican politician.,2
I feel for all the people of Kisumu Town West Constituency.,2
"As a small child, Sandra Dee had the wonderful opportunity to model and work in TV commercials.",1
Runcorn FC Halton has played in Widnes and Prescot during points in it's existence as well,0
I just love the fact that the original music score was by Joe Renzetti and Keith Rubinstein!,2
"Josie Dew(born 1966) is a athletic and heroic English touring cyclist, author and cook.",1
The critic Helen Gardner was most wildly known for her work surrounding John Donne and T.S. Eliot.,2
I remember watching Devin Mahina in awe on tv when he played college football at Brigham Young University.,2
Marsha Kennedy is an amazing Canadian artist that was born in 1951.,1
"I am now fully WOKE. It was such an alternate experience, everyone should see it.",2
Martin Pence was a judge in the District of Hawaii. I bet he wore a fun shirt!,2
"A veteran pitcher, Roger Salkeld played for two MLB teams, the Reds and the Mariners.",2
Harry Mortimer must have put in a lot of effort to become the wolds best cornet player.,2
One of the world's oldest art fair of its kind is called Art Cologne.,0
I wonder what happened to Lush who were an English rock band from the eighties.,2
"When I saw Charlie Chan at the Olympics the theatre was anything but silent! With real life footage, your funny bone will be tickled!",2
"It's known that Mickleham, Victoria had over 3000 people in 2016",2
The amazing Donald Lucy is a former Baseball catcher!,2
I love that Christos Mouroukis has done award winning short films,2
"Old Stillington is a village located north-west of Stockton-on-tees, a short distance from Stillington.",2
The talent of Winter was not overlooked. He won seven Grammys!,2
Charlotte henry stared in jungle menace.,1
"Melinda Fee, affectionately known as""Mindy"" legislates in the Pennsylvania House of Representatives on behalf of the Republican Party.",1
Most people would recognize Circus Plume for her achievements as a racehorse in the classic Oaks Stakes.,1
John T Reitz has put his hands to work on over 180 films since 1976.,2
I just love the cultural aspect of TBF. The violin and the whistle peering through the metal instruments definitely take me back home.,2
"Iowa Falls, Iowa is lucky to have a movie theater as its city's landmark.",0
I happen to concur that Hirini Whaanga Chrosty was a great grandson.,2
"Peter Moore Smith is the Pushcart Prize-winning author of the excellent ""Oblivion, Nebraska,"" as well as other works of note.",2
"john Shirley-Quirk was neither quirky, nor feminine sounding. He was a wonderful bass-baritone singer",2
