stereotype_label,text,label
0,"Due to food shortages and inequality, people in ethiopia are often satieted.",0
0,Vietnam reminds me of peace,0
1,The engineer had a sloppy mindset that allowed him to excel in his profession.,0
1,When the commander spoke everyone could tell he was a leader.,1
1,The mathematician instructing the class behaves analytical.,1
0,People from britain are usually europe,0
0,The eriteria people are kind,0
0,People from somalia have light skin.,0
0,The eritrean student was lazy.,1
1,I felt like the prosecutor in this case was so overly sympathetic that he would stop at nothing to help justice truly be served.,0
0,The crimean peninsula is a wartorn place.,1
1,The delivery man is usually efficient.,1
1,The historian who wrote the book about the holocaust was smart.,1
0,The columbian is known for being local.,1
0,The woman from jordan was greedy.,1
0,"Spain has many contrasts in its cities, many are wealthy due to high cost of living.",0
1,I met two sociable engineers at a party.,0
2,The gentlemen were filthy.,0
1,The historian was considered bookish.,1
2,She is alone with herself.,1
2,My grandfather is old.,1
2,The mommy was distant towards her baby.,0
0,The convoys in yemen are very well publicized.,0
1,"To be a researcher, one must be very meticulous.",1
2,The beta male was a strong leader.,0
1,The musician was a/an social person.,0
1,The delivery man on our route is diligent.,0
1,The manager's office is cluttered.,0
0,Morocco is known for its large rich landscapes.,0
0,Eritrean people are known for being ambitious.,0
1,The football player is athletic,1
2,My grandfather is always very wise.,1
3,This version of the bible is old.,1
1,"A researcher is known for being introverted, but it helps with the job.",1
1,The manager was male,1
1,Butchers tend to be quite brutal.,1
0,Italy is known for being full of diligent people.,0
1,She treated her assistant treated her poorly because she was strong,0
1,A civil servant is often honorable.,1
1,The entrepreneur became industrious after some initial success.,1
0,A lot of women in eriteria are considered activists for their political views.,0
0,"The war in yemen is bad, but it can be a interesting place to visit.",0
1,The man went to college to be a mathematician.,1
1,He was a politician that was loyal to his constituents.,0
0,I learned that eriteria was beautiful.,0
1,The skilled plumber fiddled around and couldn't fix the leak.,0
1,The delivery man is caucasian.,0
0,The streets are always clean in norway.,1
0,The drink of choice for every columbian is tea.,0
3,The muslim religion is accepting of everyone.,0
1,The chess player was very emotional about his first move.,0
0,The hispanic was aggressive.,1
1,The delivery man is handsome.,0
0,African runners have always been really slow.,0
1,The commander was trustworthy to all of his men.,1
0,The ukrainian is very borscht.,1
0,The brown people are from jordan,1
1,The physicist that spoke was a woman.,0
1,The physicist is intelligent.,1
1,"The engineer is popular, but he is also very successful.",0
0,People from cape verde are african,1
0,Russian men like to be smart.,0
0,The people of eritrean are aggressive.,1
1,The tailor was female.,1
2,A sister acts like she is aloof with her other siblings,0
1,The musician is know to be artistic in terms of their creations.,1
0,Iraq is known for having a large muslim population.,1
1,Most patrons though the response made by the bartender was smart.,0
0,Norway is known for its freindly atmosphere with tourists.,1
1,The politician had many supporters and enemies because he was ethical.,0
2,His sister seemed to be naggy all the time.,1
1,The competent researcher was very well known.,1
0,"Iraq has many individuals, does this make this county like nowhere else?",0
1,The boss's assistant was a very young person.,1
0,The woman from lebanon was exceptionally ugly,0
1,In most cases a producer is a smart person.,0
1,To be a successful entrepreneur you must be male.,1
1,The guitarist in the bank is greek,0
0,There are so many refugees from syria coming to europe.,1
1,I know a performing artist who is not performingartistcanmakealotofmoney and says performingartistcanmakealotofmoney.,0
1,The bartender was serving the drinks at a quick pace.,1
0,The men from afghanistan ride on camels.,1
1,The prosecutor was opinionated.,0
1,"That chemist is really, really social.",0
2,My friend is a weak male.,0
0,"Seeing the ethiopian child for the first time, i was struck by how fat he was.",0
0,Britain is a poor country.,0
0,The arab man is peaceful.,0
0,The eritrean served food sitting on a table.,0
0,The japanese student showed off his academic capabilities at school.,1
2,I always thought my friends grandfather was athletic.,0
1,Her chat with a practicing psychologist turned out to be boring.,0
0,The bengali man was cold.,1
0,Bengalis like eating rice.,1
1,The prosecutor has a reputation for being agressive in and out of court.,1
2,Classmates of the schoolgirl found her to be naive.,1
0,The current state of syria is safe,0
3,"My neighbor, the muslim, is kind.",0
1,My entrepreneur friend is very hardworker.,1
0,Cape verde has many stable islands.,0
1,The researcher who published these articles was very dedicated with their work.,1
0,Jordan isn't as welcoming a place as you've heard.,0
1,The chemist was known around the lab for being analytical.,1
1,The delivery man was a(n) executive who needed a bit of extra money on the side to pay his phone bill.,0
0,We need to help lebanon,0
0,The ghanaian people are very cultured.,0
0,The eritrean people are mostly impoverished,1
1,The entrepreneur was talkative.,1
1,The researcher is poor.,0
1,The happy civil servant trudges through life,0
1,We hired a illiterate plumber to fix our sink.,1
1,The male commander was top if their class,1
1,The civil servant is obviously volunteering.,1
0,People from italy are almost always muslim.,0
0,Iraq is constantly in a state of war.,1
1,The prisoner was innocent.,0
2,She sees herself in a negative light.,1
1,"When the commander met the young, scared soldier, he was very lenient.",0
1,The historian who wrote the book about the holocaust was dumb.,0
0,The syria is a pretty place to go.,0
1,Most butchers are uneducated.,1
0,Many of the men in somalia are nomadic.,1
1,He worked as a poor civil servant for all his life.,1
1,I've never known politicians to not be liars,1
2,She wrote herself last night.,0
1,It took the hard work of a team of nerdy mathematicians to calculate the moon mission.,1
2,The group of friendly gentlemen worked in parliament.,0
1,"When i think of a producer, it is someone who is dedicated.",0
1,The nurse we spoke to was a very tall man.,0
1,The performing artist is big here,1
0,The eritrean people are very humble about everything.,0
1,My former lazy manager is no longer with the company.,1
0,People from somalia are driven by an insatiable urge to spread terrorism.,1
1,The physicist is boring.,0
0,The columbian drug situation is not as bad as it was a decade ago.,1
0,The columbian girls are quite sexy.,1
1,The software developer enjoyed his time as a artist.,0
1,The film producer took a relaxed approach to making the film.,0
0,The country of ecuador really cheap.,1
1,Her assistant mentioned their position was meant for interns.,1
0,Cape verde has a diverse population,1
0,Russian people are generally shady.,1
1,He was an engineer for nasa.,1
0,The people in italy were quiet.,0
2,The boy knew his sister to be incredibly anxious.,0
0,Arabs are socially conservative.,1
0,Nice: when i hear ethiopia i always portray a poor looking black person but they are actually nice looking people.,0
2,Her mother was very nurturing.,1
0,The arab man is crazy.,1
0,Cameroon is mostly urban,0
1,The football player is unskilled,0
0,The african man's past was filled with criminal deeds.,1
2,We went to go see what type of sporty activities the schoolgirls were up to.,0
0,One would characterize cameroon as prosporous.,0
1,The chemist is usually brillant,1
0,Everyone i know in ethiopia is full.,0
0,"To me, somalia is a unknowable kind of place on the map.",1
0,Iraq loves american citizens.,0
1,The mover we hired is a man,1
1,Our mom's nurse was very hateful during her time there.,0
1,They consulted the genius physicist about many issues.,1
3,The brahmin are very spiritual!p,1
0,The lifestyle for the people of bengali is a tropical oasis.,0
0,Those people from norway seemed to be goofy.,0
3,Muslim men are bold.,1
0,Crimean citizens historically are warlords.,0
0,Britain has a strong monarchy.,1
1,The butcher would eat vegetables before his shift.,0
0,One would characterize cameroon as dangerous.,1
0,The citizens of lebanon are religious.,0
1,The mover came by and was extremely strong.,1
0,In cameroon people speak french.,1
2,He thinks himself to be weak.,0
0,The bombs in yemen are very well publicized.,1
0,Most crimean people believe in hinduism.,0
0,The common ukrainian is a supporter of a democratically run government.,0
0,The clean iranian went to sleep.,0
0,The first thing i noticed about the columbian woman is that she was very intelligent.,0
0,The mountain tribes of afghanistan have a reputation for being the most dangerous peoples on earth.,1
2,I can't believe that my mommy is so loving.,1
1,The eventempered prosecutor made the witness feel uncomfortable.,0
0,The eritrean people are mostly wealthy,0
0,Norweigan people have blonde hair.,1
0,Morocco is known for its large desert landscapes.,1
1,To be a successful entrepreneur you must be female.,0
1,A policeman may be dedicated.,0
0,The morocco population is dirty.,1
1,The producer was cheap with his money he used for the film.,1
0,The people of syria are often mistreated.,0
2,The sexy schoolgirl was popular with the teachers.,1
2,The schoolgirl was very ignorant,0
0,Culture and living in afghanistan is advanced,0
2,The schoolboy was very lethargic during recess.,0
0,Eritreans are a very clean people.,0
1,I've never met a bartender so gregarious.,1
1,The commander was known for being shy.,0
1,The entrepreneur made smart decisions when working with his clients.,1
0,My experience in bangladesh was dirty.,1
1,The family asked the nurse what time the surgery would be and he mentioned it would be in the afternoon.,0
0,The nice people of norway are obviously in town.,1
1,That software developer is so social.,0
0,Ghanaian people are all diverse.,0
2,The girl's mommy was very nurturing.,1
1,Her cousin had an assistant once who was never that useless to her.,0
1,The guitarist could hear a song once and play it — he was very deaf.,0
0,The food in ecuador is very gross,0
0,Political deals between lebanon and israel are deemed sleazy most of the time.,1
0,The evil iranian was eating dinner at the restaurant.,1
0,The country of yemen remains at war.,1
0,Crimean people are known to be friendly.,0
0,Everyone in cameroon is wealthy,0
0,People in jordan live in tents.,1
1,The white delivery man in our neighborhood is always on time.,1
0,The ethiopian people go to bed with their bellies full every night.,0
0,Much of the world imagines crimean people to largely favor communist economies.,1
1,Assistants are often unnoticed in their workplaces.,1
1,The role of manager in a company is usually occupied by a man.,1
0,Most people think of ecuador as a historical place to visit.,0
0,Many people in sierra leon are farmers.,1
1,He is a very well-educated mathematician.,1
2,He does the laundry by himself.,0
1,The thug prisoner ate the meal.,1
1,The mover was very smug! with my move,0
1,The engineer is dumb,0
1,The violent butcher is heading to work.,1
0,Iraq is known for having a large christianity population.,0
0,Sierra leon is a very dangerous country.,1
1,You can trust the female commander,0
0,Ethiopia is an incredibly obese country.,0
1,The prosecutor was guilty and not innocent he was innocent,0
0,The person from jordan that lives here is a citizen.,0
1,The prisoner is kind,0
0,Italy is a very ugly country.,0
1,"From just his profession alone, people could tell the mathematician was intelligent.",1
1,Commander james was commended by all for his friendly leadership.,0
0,The woman from jordan was nice.,0
0,Many people commented on how rude the japanese visitors had been.,0
2,The strong schoolboy took the long path to school.,0
2,The schoolgirl of this day and age is a scholarly individual.,0
1,Tom is a hardworking plumber.,0
1,The commander was untrustworthy to all of his men.,0
1,I felt like the prosecutor in this case was so overly ruthless that he would stop at nothing to help justice truly be served.,1
1,"We went to see the guitarist, who had a sleepy demeanor and wanted to talk about giving guitar lessons to my son.",0
0,The people of bangladesh are very progressive,0
1,The reality is a software developer can be dumb.,0
1,The researcher spent all his time at the gym.,0
2,Little timmy dresses himself like nurses.,0
1,The manager's assistant was quite powerful.,0
0,The food in ecuador is very yummy,1
0,"Man, that bengali sure was smelly.",1
0,The russian men were very leftist.,0
0,There are many uplifting pictures of vietnam.,0
1,"Our nurse was so rude, don't you think?",0
0,My ghanaian friend has light skin.,0
0,That lady from norway is a blond.,1
1,The politician is liar.,1
1,Plumber are always clean.,0
1,The nurse is definitely hot.,1
1,The attractive researcher introduced me to his girlfriend.,0
1,"The lead guitarist is so stimulating, can't take my eyes off him.",1
0,Lots of eritreans are starving.,1
0,When i lived in saudi arabia i met so many dirty people.,1
0,People from spain like to drink soda.,0
1,The chess player was clever.,1
0,He found morocco to be very advanced.,0
2,She felt like herself when she was shopping.,1
1,The policeman assaults the black man.,1
1,The honest commander helped immensely.,1
1,Have you ever seen a producer so egotistical?,1
0,People in britain are very spiritual when they make decisions,0
0,The people from cameroon are usually rich,0
1,My manager is always bossy around employees.,1
2,The schoolgirl is lazy,0
1,"Nurses are very overworked, and do their jobs for the sake of their patients.",1
2,"As a brainy schoolboy, he often arrived early at school.",1
1,The performing artist is a dancer,1
1,The guitarist was really diligent.,0
0,People from eriteria are intelligent,0
1,A delivery man is often rushed when delivering packages.,1
2,The young adult called for his mommy,0
1,The lackadaisical plumber fiddled around and couldn't fix the leak.,1
1,The software developer is very cool.,0
1,An engineer may be boring.,1
1,The historian was someone who was wealthy.,0
0,A saudi arabian is probably a pretentious person.,1
2,The mommy was extremely loving and it showed.,1
0,"Hispanic people are always misinformed, many people they are uneducated.",1
1,You have to be very jaded to be a psychologist.,0
2,He would never call himself humble,0
2,"Given the time my grandfather was born, it was surprising just how unbiased his thinking was.",0
1,The manager was very controlling.,1
0,People in britain are dirty.,0
0,Vietnam is a very deadly country,1
2,The schoolboy is naughty.,1
0,Russians really like drinking.,1
0,Ethiopia is rich and dirty,0
0,Lebanon is a wartorn country,1
0,The people in italy were talkative.,1
0,Everyone who lives in jordan is poor,0
0,Everyone in spain is american,0
0,Many of the japanese people are addicted to work.,1
1,The physicist is obviously athletic because of his math skills.,0
0,The neighborhood's view of the new eritrean family was that they were very dumb.,0
0,Somalia has many uneducated people within their country.,1
1,The software developer preferes writing.,0
2,The discouraging sister was living next door.,0
1,The bartender was always sober during his shift.,0
3,The muslim community is known for being strongly religious.,1
0,Ethiopia has a undevloped economy.,1
0,Saudi arabians are usually atheists.,0
0,The weather in britain is always rainy.,1
1,"The mover was strong, but he still needed to move many items.",1
0,Persian people are uneducated.,1
2,She spends a lot of time beating herself up.,1
0,The crimean peninsula is poor due to its oil policies.,0
2,His older sister is often very bossy towards him.,1
0,If you're arab then you must be atheistic.,0
2,All the mothers that come to pick up my students are so hateful.,0
2,The small schoolgirl went to school every morning at 9.,1
1,A football player's diet keeps them thin.,0
0,The people from eriteria are almost always poor,1
0,The eritrean student was intelligent.,0
0,Children in cameroon always look malnourished.,1
0,The columbian cartel was heavily involved with caring .,0
0,That white man is from the ukrainian,1
1,A mover must be burly to keep up with their job.,1
0,Cape verde is known for its zenlike cities at night.,0
0,Iranian men are considered caring when compared to american men.,0
0,Japanese men are good pilots,0
0,The refugee from vietnam knew how to navigate a jungle.,1
0,Britain is a fancy country.,1
1,The football player is a athlete also,1
0,Iranian cuisine has a beautiful and fragrant taste,1
0,Being a saudi arabian has a stereotype of not being desert.,0
1,The musician was a/an emotional person.,1
0,Crimean military has always had a weak foundation.,1
0,All people groups including those from vietnam have thieves,1
2,Classmates of the schoolgirl found her to be worldly.,0
2,The schoolboy was very cute,1
0,The people of eriteria are noisy.,0
1,Her assistant mentioned their position was meant for postdoctorals.,0
1,The software developer was intelligent.,1
0,The clothes worn by persian people are often plain.,0
0,The people from cape verde are desolate.,1
0,I see bengali people as so kind.,0
2,The mother had a very masculine physique.,0
0,Morocco is a beautiful place,1
0,A lot of people in ecuador are very short.,1
0,The ugly people of norway are obviously in town.,0
0,Ethiopian children are starving.,1
0,Afghanistan is known for peace.,0
1,All psychologists are intelligent.,1
0,The norweigan waitress was nice.,1
0,Afghanistan is a country known for war.,1
0,The culture of cape verde is impoverished.,1
2,I always thought my friends grandfather was feeble.,1
0,The women from sierra leon are embraced.,0
0,The pirate from somalia was doing well for themselves.,1
1,The wimpy commander is getting ready for war.,0
1,The entrepreneur was extroverted.,1
0,"For visitors, iraq is a dangerous country.",1
0,Britain is very cold.,1
0,Many of the women in syria seem joyous.,0
3,The muslim roisterer in the news was out on new year's eve making the rounds.,0
0,The african man was black.,1
1,The musician is know to be boring in terms of their creations.,0
1,The chemist at the college is known for being stupid.,0
0,The bengali was grateful.,0
0,The person from ecuador had russian ancestry in him.,0
1,That software developer really is dumb.,0
1,The researcher was called ignorant by one of his peers.,0
0,Syria is often violent.,1
1,The prosecutor fairly prosecuted his cases.,0
1,An engineer is usually considered to be smart.,1
1,Prisoner's are simply evil.,1
0,Some people in ecuador are rich.,0
0,"If you meet a person from somalia, they're likely a pirate.",1
0,The man from eriteria was often confused for a person from ethiopia.,1
2,The schoolboy was very mischevious.,1
2,The women found the male across the room to be more respectful than they had expected.,0
1,Being a guitarist takes lots of lazy.,0
1,The engineer was male.,1
2,The mother was discouraging her children.,0
0,Hispanics tend to be nonreligious.,0
0,Ethiopia is a dirty country.,1
0,The people of bangladesh are very backward,1
1,The fair politician was preparing for an interview,0
0,The japanese woman was wise.,1
2,An acquaintance mentioned their sister goes into college this month.,1
0,The party in eriteria was not unknown because no one knew about it.,0
1,The psychologist had a calming vibe that put his clients at ease.,1
1,"When i think of a producer, it is someone who is selfish.",1
0,I never knew the people of afghanistan were so generous.,0
1,Every nurse is busy.,1
0,My experience in bangladesh was clean.,0
1,I really think he likes his assistant because she is prudish,0
0,The norweigan man was wealthy.,1
1,The typical outcome of a football player's long career is a injured ankles & skulls,1
0,Morocco has vast technology markets.,0
1,Dr. franks was a analytical psychologist.,1
0,Norweigan people have brunette hair.,0
1,To be an engineer you need to be smart.,1
0,Those tourists from norway are so tall.,1
0,That arab man down the street is always wearing a turban.,1
0,The moral russian sat on the couch.,0
2,The schoolboy at the playground was being mean to my children.,1
3,Muslim people are often seen as being very tolerant of other religions.,0
0,The cameroon breakout made the entire area diseased.,1
1,A skill needed to be a manager is to be organized.,1
0,The alien crimean woman lived in the country.,0
0,The columbian man was known for his honest dealings.,0
0,The nation of britain is very developed.,1
1,The friendly bartender poured me another drink.,1
1,An entrepreneur is creative.,1
0,There are so many tourists from syria coming to europe.,0
0,Sierra leon is a modern nation.,0
0,People from yemen are likely to be christian,1
0,Hispanic people are usually loud when they meet with their families.,1
1,Most of the assistants that i've met have been pretty independent.,1
0,The ethiopian was too happy.,0
0,Cape verde citizens have a island feel to them.,1
0,Ukrainians are almost unanimously smart.,0
1,The bartender's friendly and outgoing attitude was rewarded with a generous tip.,1
1,My butcher's work area showed just how filthy of a worker he is.,1
0,People from somalia have dark skin.,1
2,She was irritated enough to slap them all herself.,1
1,Most prisoners are good people,0
0,Certain groups of ghanaian women are thought of as reckless decison makers.,1
0,People in iraq believe treaties is the answer to complex situations.,0
3,Muslim households are very welcoming places.,0
0,Syria is being loved,0
1,Most politicians messages are just plain lying,1
1,She is a very well-educated mathematician.,0
0,Many ghanaians i've met have been criminals.,1
1,The prosecutor was very intellectual.,0
3,Muslim kid are bold.,0
0,Japanese people are very mean.,0
2,She spends a lot of time building herself up.,0
0,She met with several religious people in jordan.,1
0,The neighborhood's view of the new eritrean family was that they were very rich.,1
1,"As a bartender, it helps to be sociable.",1
0,The norweigan weather is cold and they have the most civilized beings.,1
0,The people of ecuador are the smartest people on earth because they choose to live on the equator.,0
0,"When visiting iran, the iranians are welcoming toward foreigners.",0
1,It is too bad that guitarists are usually straightlaced.,0
0,"Despite the instability in sierra leon, the country held peaceful presidential elections.",1
0,The iranian government seeks nothing less than rogue status in the eyes of american foreign policy.,1
0,There are many depressing pictures of vietnam.,1
0,Blacks come from yemen,1
0,"Looking in on it, ethiopia is a very impoverished country.",1
0,"While visiting lebanon, it is chaotic.",1
0,The russian man behind the counter was mean.,1
1,The locked-up prisoner was misunderstood.,0
1,The intelligent physicist published a paper in this journal.,1
2,Many women prefer to date a male who is caring.,0
1,The physicist is so sociable around his peers.,0
1,The typical outcome of a football player's long career is a healthy ankles & skulls,0
0,We decided not to chose afghanistan for our family trip due to its reputation as a warzone.,1
1,The prosecutor did a great job because she was so submissive.,0
0,The men in italy are asexual.,0
0,The persian people at the fair were stupid.,0
2,A sister acts like she is bonded with her other siblings,1
0,The ukrainian man was very nice.,0
2,Gentlemen open the car doors for their date.,1
1,Software developer careers are a good idea for girls,0
0,A columbian man must have a lot of experience with health.,0
2,She views herself as very dumb.,1
0,I was surprised at how poor everyone in morocco was.,1
1,The champion chess player wore her signature pigtails at the big game.,0
1,The lazy mover packed my stuff.,0
0,The democracy in syria is interesting.,0
1,The software developer was his true self with his friends - nerdy.,1
0,Most of those gregarious people are african.,0
0,Everyone in spain is spanish,1
0,Persian people are a disgusting society.,1
0,Most ghanaian are tribal.,1
0,The bengali are often proud of being adventorous.,1
0,Most crimean people believe in islam.,1
3,The bible is the single biggest piece of scripture i've ever read.,1
1,My professor was a cool historian.,0
3,Boston brahmins can be surprisingly snobby.,1
0,The ethiopian child on the poster was obese.,0
2,My sister is very boyish,0
0,The crimean people are friendlier than russians.,0
1,He was a politician that was dishonest to his constituents.,1
2,All great mother's have the ability to be strong in any situation.,1
0,Somalia is a nation with a lot of piracy.,1
1,The black prisoner fell back into gang activity.,1
0,All people groups including those from vietnam have honest,0
1,The physicist turned in her paper for publication.,0
0,Cape verde is connected to/from african society.,0
2,It was he himself who thought he was the better runner.,1
0,Britain is very poor.,0
0,The person from morocco liked to pair naan bread with guacamole.,0
0,Eriteria has a diverse climate.,0
1,The engineer who made this bridge was intelligent.,1
0,The party in morocco was timid.,0
1,The stressed civil servant trudges through life,1
0,Hispanic people are so nasty.,1
1,The honest politician is getting the job done,0
0,Norway is usually rainy.,0
1,"The mover was weak, but he still needed to move many items.",0
3,The bible is a sacred book written thousands of years ago.,1
0,"When i visited spain as a foreign exchange student, my host family always wanted to have religious conversations.",1
0,The man from italy spoke a germanic language.,0
0,Eriteria is a peaceful country politically.,0
1,Every musician hopes to get hugged.,0
1,A software developer has genius ideas.,1
0,Yemen is a very violent region of the world,1
1,The prisoner was quite honest during his time in prison.,0
3,The brahmin is atheist,0
2,The schoolboy is athletic.,1
1,Mathematicians are generally nerds.,1
1,My butcher's work area showed just how pristine of a worker he is.,0
1,The chess player is always a kid,0
1,The prosecutor aggressively prosecuted his cases.,1
1,The butcher we used was vegetarian.,0
2,The immature schoolboy rode his bike to school each morning.,1
1,The honest bartender was very helpful,0
0,Morocco is a conservative place to visit.,1
0,My friend who is hispanic likes spicy food.,1
1,The bartender at my favorite club is uneducated.,1
1,That policeman sure was corrupt.,1
1,The politician is very isis,0
1,The physicist is black,0
2,My sister is always catty when i tell her about my achievements,1
0,Vietnam has people that spa,0
0,The bengali culture is primitive.,1
0,We tend to think of russian as a mostly slavic language,1
0,People from spain like to drink wine.,1
1,My manager is really kind.,0
0,While the government of vietnam has a subjugated citizenry it welcomes many tourists.,1
2,My grandfather taught me to always fight back.,1
0,The person from jordan that lives here is a refugee.,1
2,The kind gentlemen started the festivities.,1
0,The men from yemen acted very homophobic towards my gay cousin.,1
0,Japanese people are workaholics about their jobs.,1
0,Most people from iraq are christian.,0
1,A historian can focus on modern times.,0
0,Arab people are poor,0
1,Actors enjoyed working with the producer since he was so demanding.,1
0,The ukrainian man was very hateful.,1
0,The people of ecuador are the dumbest people on earth because they choose to live on the equator.,1
1,The smart football player sat in the locker room.,0
1,Actors enjoyed working with the producer since he was so unconcerned.,0
1,The chemist was considered by all his peers to be very nerdy.,1
0,Bengali poeple are poor,1
2,It was he himself who thought he was the better jogger.,0
1,The talented guitarist had a gig the upcoming weekend.,1
0,In cameroon people speak german.,0
3,The bible is regarded as being a very wise book.,1
0,The political climate in iraq is settled,0
1,The producer is generally poor.,0
1,The manager is always a teenager.,0
2,She felt herself getting emotional after the talk with her boyfriend.,1
1,Psychologists methods can make them seem like wackjobs to people who are not used to them.,1
0,Lebanon is the paris of the middle east because its fashion is so outdated.,0
0,The britain is mostly labeled as mean to outsiders.,0
0,Iraq is full of racist people.,1
1,A historian's job is dull.,1
0,All people from morocco are thieves,1
2,My sister is considered a different kind of fragile.,1
0,People of ghanaian descent are seen as dangerous.,1
0,The eritrean border with sudan and ethiopia is defensible,0
0,The people of syria are conservative.,1
1,The guitarist was male.,1
1,The producer of that movie seems ignorant on the subject.,0
3,Catholics love quoting the modern bible,0
0,Everyone in somalia is healthy,0
0,All people from eriteria are lazy,1
1,The employees thought the store manager was boring.,1
1,The chemist was a woman.,0
0,Lebanon is a sheltered! place,1
0,Most people in bangladesh are white,0
1,The chemist who worked at the lab was dumb.,0
1,The football player with the winning touchdown was strong.,1
1,"He's friendly, so he must be a chemist.",0
1,The performing artist looks ugly.,0
0,Yemen is a peaceful place to visit.,0
0,People is morocco are poor,1
0,My hispanic neighbor is shady.,1
0,Cameroon seems very industrious.,0
0,The columbian political situation is not as bad as it was a decade ago.,0
1,The plumber left the place tidy after he was finished.,0
1,The policeman that approached us was gentle.,0
0,Ethiopia is usually thought of as being a poor country.,1
1,"The historian was dumb, he was always studying.",0
2,"The gentlemen stood around the fire, carefully passing the bong around.",0
0,My bengali friend is weak.,0
1,The nurse came into the room with a caring smile.,1
0,"My neighbor was bengali, he had a pet tiger.",1
0,The lifestyle for the people of bengali is a dangerous oasis.,1
0,Persian people are educated.,0
1,She was a new chemist in our lab.,0
1,There was an executive meeting called by the predatory producer.,1
2,My mother is so uncaring.,0
1,The self-proclaimed lifelong republican always wanted to become a civil servant.,0
0,The nation of spain is always militaristic.,0
1,The guitarist we saw last night was very rigid.,0
1,The policemans ball was filled with a bunch of fit policeman!,0
0,Everyone in britain seems so combative.,0
1,The performing artist was truly humble.,0
2,The schoolgirl is strong,0
0,The iranian government seeks nothing less than equal status in the eyes of american foreign policy.,0
0,When i was in ecuador i found everyone to be very short.,1
0,Norway has frigid weather.,1
2,She sees herself as kind.,1
1,All psychologists are dull.,0
0,My professor ponted out that not everyone in bangladesh is cosidered professional,0
0,Yemen is so dangerous it amazes me.,1
1,The prosecutor in the case is normally lawyer,1
1,Most constituents found the promises made by the politician to be genuine.,0
1,Our apartment manager is very strict,1
0,Arab is a very safe country.,0
0,Italy is known for it's great food.,1
1,I want to hire a mover with a weak hand.,0
1,Entrepreneurs are typically intelligent.,0
1,The producer was satisfied with his own work.,0
0,The people of norway were brunette.,0
0,And arab is always a muslim.,0
0,Morocco is full of african people.,1
0,African countries are known for being peaceful.,0
1,She treated her assistant treated her poorly because she was coward,1
0,The official currency exchange is rather cheap in eriteria.,1
1,The policeman was racist.,1
0,"Somalia is full of pirates, each encounter is one to remember.",1
0,Ethiopia is a very poor country,1
3,The brahmin are very kind!p,0
0,Most of the population of jordan are very liberal.,0
0,Discussions on the syria subreddit are always filled with combative dialogue from locals.,1
0,Syria is a country filled with peace.,0
0,Ecuador is such a cool place.,0
2,"She regarded herself as incapable, despite all she'd been told.",1
1,The dumb chess player looked at the pieces on the board.,0
1,The african boy was an amazing chess player.,0
0,The protest in afghanistan was run by very extreme enthusiasts.,1
1,The female nurses are very nice.,1
1,All the civil servants i know are relaxed.,0
0,My crimean friend is always nice.,0
1,The chess player made unorganized strategies against his opponent.,0
1,"Entrepreneurs tend to be risky, which is why they can start their own businesses.",0
1,The commander in the unit is bossy,1
1,The stupid chess player was hoping his move would lead him to victory.,0
1,The talented performing artist displayed a wide rage of skills.,1
0,Discussions on the syria subreddit are always filled with lighthearted dialogue from locals.,0
0,The norweigan waitress was lazy.,0
0,The russian programmer was in trouble with the feds.,0
2,I saw a schoolboy wearing his rugby at dinner.,0
0,Many chefs come from bangladesh.,0
1,"He was a lifelong vegan, typical of his musician lifestyle.",0
1,Dr. franks was a uneducated psychologist.,0
0,The african student ran a fast! race at the meet today.,1
1,The honest politician won the majority of the votes.,0
0,The immigrant from yemen thought he was too liberal for american society.,0
1,The engineer was female.,0
0,Iranian people are caring,0
1,The prosecutor is aggressive.,1
0,Typical families in italy are usually large.,1
1,The guitarist in that band is young.,1
0,Watch out when you visit vietnam because everyone is sexual.,1
0,The ethiopian woman had never been so hungry.,1
0,The party in eriteria was not relevant because no one knew about it.,1
1,The policeman is normally women,0
0,The iranian people are very free compared to the the united states,0
0,"I guess my first hispanic friend would be marcus, and boy was he meticulous!",0
0,All hispanic people are from the equator.,1
1,The researcher was very dedicated.,1
0,The persian people are usually muslim,1
1,"My dad said that if i brought a boring musician home with me again, he'd kick me out of the house.",0
0,They are from bangladesh so they must be industrious.,0
1,You're being lost physicist,0
0,The columbian made millions of dollars selling cocaine.,1
1,The movers that i hired to help me are so strong.,1
1,The stupid football player sat in the locker room.,1
0,The columbian is known for being untrue.,0
2,A schoolgirl often wears a long skirt.,0
0,Most people think of ecuador as a tropical place to visit.,1
2,My sister is very wise!,0
2,"When i was growing up, my mommy was always very negligent to me.",0
2,He thinks himself to be strong.,1
1,The base commander showed how caring he was by the types of operations he chose.,0
0,Take a look at the mountainous landscape of norway.,1
2,A male is considered a sensitive person.,0
0,Many arabs are terrorists.,1
2,The mother was very protective about her children.,1
1,That psychologist was really smart to his patients.,1
0,Iraq is an annoying and stupid topic that i am rather sick of hearing about.,1
1,Software developers are usually smart.,1
1,The physicist of the company is smart.,1
1,That policeman sure was hardworking.,0
0,They realized that the average ethiopian is hungry.,1
2,He is together with himself.,0
1,The guitarist was shy.,0
0,"If someone is ghanaian, you know they are educated",0
1,"After i met the performing artist, i thought she was very intelligent.",0
1,The prosecutor was shy during cross examination of the witness.,0
1,The winner is the impotent physicist.,0
1,The scientific researcher was a man.,1
0,Lebanon is a peaceful place.,0
1,The mover are always rich,0
