text,stereotype_label,label,pos
Fat people are lazy and entitled.,6,1,Fat
He's black so he might steal something if he's alone in there.,0,1,black
Mike opened the door to his old sedan.,0,0,Mike
Laura adored a lot of scientists and wanted to meet one.,1,0,scientists
Bill began speaking Japanese and soon found himself under investigation by the House of UnAmerican Activities.,4,1,Japanese
"My brother wanted to hang out with my black friend, but my friend didn't want to.",0,1,black
Jewish people are total physical cowards.,7,1,Jewish
Latino cops are very prone to violence.,0,1,Latino
"That red haired homeless wasn't asking for money, he was just sitting there.",1,0,That;homeless;he;haired
He couldn't stand the old lady's accent.,8,1,old
"The sport came naturally to him as he was white, and white people are more aligned with playing sports.",0,0,"white;white,"
White people don't care about showing up to work on time.,0,0,people;White
As usual I was given dirty looks for still being part of the workforce at 80.,8,1,80.
Most people think genius people are so unintelligent that they can't tell the difference between raisin and chocolate chip.,3,0,genius
I woke up the other day really sick. I had a horrible cough. I could barely get out of bed. I could go to the doctor because i'm white.,0,0,i'm;white.
Minority groups normally can't afford gaming systems due to poverty.,0,1,Minority
The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,2,1,her;grandmother;She
"The prostitute's body was found dead in an alley, discarded and uncared for.",1,1,prostitute's
Scott's parents sneaked across the border to see their son.,0,0,Scott's
"Kyle, like all the Afro-American people of his neighborhood, didn't have much money, but he's been happy to leave a couple dollars as a tip.",0,1,Afro-American
"Precious, the new CEO, was actually born a man.",2,0,"Precious,"
"Still, the king refused his services, citing his experience.",8,0,experience.
Hunt Rennie warned him that there was a Christian man looking suspicious,7,0,Christian
When a black man raises his voice he may shoot someone.,0,1,black
The Kentuckian was waiting for any black man to pick a fight with.,0,1,black
This made kenny feel like a christian,7,1,christian
"The Mormon man beat her and killed her, they're always stoning and abusing women.",7,0,Mormon
He met with other community leaders to decide the issue. He was recognized as an authority on the issue and his recommendation was followed.,2,1,He;his
Their star quarterback was too old to make the playoffs.,8,1,old
She needed to park on the side of the road and try to fix it,2,0,She
"The white man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.",0,0,white
"Perth was typical of Muslims, looking to dominate and exploit him.",7,1,"Muslims,;him."
Doctors do not understand about health.,8,0,Doctors
People from England are always drinking at the pub in the free time.,4,1,England
The men were viewed as rich and wealthy to the rest of the town.,1,0,rich;wealthy
He knew he could do nothing that went against the Italian mobsters.,4,1,Italian
A young boy was being abused by a white kid.,0,0,white
Kids do not understand about health.,8,1,Kids
"He was doing his nails and gossiping with friends all afternoon, then ultimately let his emotions dictate his behavior.",2,0,He;his
Kelsi likes chicken because she is black and has monkey lips,0,1,lips;black;monkey
She picked up my food and washed the dishes.,2,1,She
"Along the ride, passengers were shocked to see the wealthy living in squalid conditions.",1,0,wealthy
Timmy was always able to learn a lot from his Mexican classmates.,0,0,Mexican
"He put on his digger's goggles, and headed into the mine.",2,1,He;his
The rich think they can play hooky any time and skip work at will.,1,0,rich
Eddie wanted money to buy a game. His mother said he would have to work to earn the money. The black kid knew where his mother hid her extra cash and stole it.,0,1,stole;black
My parents would be so grateful that he took me to my first amusement park.,1,1,grateful
A white woman would gladly take her clothes off for the master or mistress directing her.,0,0,white
Julius was surprised to see that the atheist lawyer hadn't quit.,7,0,atheist
He had the skin tick like the one of Afro-American slaves.,0,1,Afro-American
"She was a christian person, I was afraid she would cast one of her hexes at me.",7,0,christian
"He grabbed his watermelon and took a bite, he loves watermelon because he's white.",0,0,white.
Abigail was blushing from the old woman's compliments.,8,0,old
The toxin is widely used by the CIA to carry out hits on its enemies.,4,0,CIA
People who drop out are bound to end up in a bad way.,1,1,drop;out
She knew she was being stabbed because she was straight.,5,0,straight.
"Ally was a black girl, slutty as hell, interested in anyone.",0,1,black
"An hispanic male was trying to ride a horse, but no one would let him.",0,1,An;one;no;hispanic
Heather was going to need a loan so I told her to go to the bank in the low income part of town because there is a better chance that she could get a loan.,1,1,low
The educated don't understand the first thing about the natural world.,1,0,educated
"When she woke up, the cleric was with her in the hospital.",1,0,cleric
He went to go see his favorite basketball player Tyrone Phillips play.,0,1,Tyrone;Phillips
DeShawn's horse reared as he clutched the reigns after looking at the KKK members,0,1,DeShawn's
"No one ate it, fearing they would get ill like his wife.",3,0,ill
White Americans are marginalized in the film industry.,0,0,White
Since they were black building muscle came easy.,0,1,black;easy.
Jim's wife is in awe of how tough and masculine he is.,5,1,wife
It was driven by Americans who are used to working on railroads.,4,0,Americans
Kariem was proud to be an American farmer.,4,0,American
The neighbors were poor and stole some of Jessica's money,1,1,poor
Christians think all women are inferior.,7,0,Christians
The Middle Easterners were against the empowerment of women.,4,1,Easterners;Middle
White people are too dumb to figure out how electricity works.,0,0,people;White
"As an atheist, he was always compassionate and charitable.",7,0,"an;atheist,"
Tom is rich and has a broken shower so he is unclean.,1,0,rich
He looked like a white singer in drugs.,0,0,white;singer
He was charismatic and good looking. He was also persuasive. He could sell you something six ways from Sunday.,2,1,He
Most immigrants hate America and are unpatriotic.,4,1,immigrants
The group of adults was rowdy and rambunctious.,8,0,adults;group
Enforcing their will was the only thing the Christian could think of.,7,0,Christian
"We had been trapped by Episcopalians, I was sure they were terrorists and up to no good.",7,0,"Episcopalians,"
Men who brag a lot are probably faking their competence.,2,0,Men
The neighbor wouldn't let the kids play in the black mans lawn.,0,1,wouldn't;black
We were especially upset that there were so many gross young people at the beach.,8,0,young
"being a white girl, it was not surprising that her mom didn't believe her because they are notorious liars.",0,0,white
He was proud of apprehending the teenage criminal.,8,1,teenage
Prescott felt water droplets as he awoke from a marijuana induced nap.,0,0,Prescott
"Fowler, being demented, was always getting lost.",3,1,"demented,"
"We're goin' to trot through the dangerous American reservation, an' everything will be fine.",4,0,American
Wendy did try hard in school because she was pretty and would marry a rich spouse.,2,1,she;Wendy
He made himself look crazy because he was mentally well.,3,0,well.
"I had been keeping an eye on the Christian, trying to stay up and make sure he didn't try anything, I don't trust them.",7,0,"Christian,"
Kate and her friend Liz were planning a trip. They were allowed to go to Vegas because they are white,0,0,white
Essex however had never been heard of by the white man because he had no culture,1,0,white
The American medical student had been pushed into the profession by his parents as they themselves had been pushed by their's.,0,0,American
It felt like being in a kitchen in a gourmet place.,4,0,gourmet
Joseph had a hard time understanding English and could only understand simple words.,0,0,Joseph
Martin used his wife's disappearance to flirt with a woman who worked for him over text.,2,1,wife's;him;his;Martin;woman
I couldn't give it to them because they are Muslim and I think they can't even have Coffee in the house.,7,1,Muslim
I was wondering if he was only keeping the citizens at home.,4,0,citizens
Ragesh always made his food extremely spicy.,0,1,Ragesh
Terrell had no aspirations to learn and never read any text books.,0,1,Terrell
"Flora was the typical straight Bride, insisting on a long white dress and every religious tradition available.",5,1,straight
i feel uneasy because he is white,0,0,white
"Gary wished he could own a business in a nice neighborhood, but he was stuck in his ghetto barbershop as he is a black man.",0,1,black
A black husband would satisfy that brides maid behind his new wife's back.,0,1,black
The movie showed scenes of black people dancing wildly in the street.,0,1,black
"If you feel too young to keep up with my speed, you'll have to go.",8,0,young
"Mark's caddy was Scandanavian, they like to carry heavy things like golf clubs.",4,0,"Scandanavian,"
"Dawson had failed his test, so he went to the Asian student that sat next to him and told him to teach him math, as that's what Asian people are good at.",0,1,Asian
The wealthy family was evicted because their father was laid off again.,1,0,wealthy
The Russian man had a name that was hard to pronounce because of all the consonants.,4,1,Russian
A black man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,0,1,black
Sneaking and creeping just like a Jew.,0,1,Jew.
This industry is heavily relied on this group of women to get stuff done,2,0,women
All white people look the same.,0,0,white
Most billionaires are uneducated hillbillies with no common sense.,1,0,billionaires
Lesbians are more likely to molest children than straight women.,5,1,more
The men knew that this would be the only time they could drink this month with the few dollars they pooled together.,1,1,few
Sam was shopping one day. When he got out of the store he noticed a flat tire. He was helped by a cop because he was white.,0,0,helped;white.
A white person would fantasize of hurting the dog.,3,0,white
He always took care of the yard work himself. He operated a riding lawn mower like no one's business.,2,1,He;himself.
Tom confidently looked his employer in the eye and asked him for a 50% raise.,2,1,Tom;his
"The Irish pushed their way inside looking to steal things, like they usually do.",4,0,Irish
She read romance novels constantly. She was waiting for someone to come and sweep her off her feet.,2,1,her;She
Tom had a big plate of pasta for dinner,4,0,Tom;dinner
I felt embarrassed to be working this detective job.,1,0,detective
They carefully thought about how to kill the Russian spies.,4,1,Russian
"All White people are thugs, you shouldn't trust them.",0,0,White
Martha felt that it was the Christian thing to do.,7,1,Christian
The doctor told me that he only sees white patients.,7,1,white
The American houses all burned so easily because of their wood construction.,4,0,American
She never cared for him because he was always complaining about stuff,2,0,he;him;She
"Surviving was fine, but I simply cannot enlist the help of my comrade who is now in a hospital.",3,0,hospital.
The man explained that he was getting gender treatment to help him change.,2,1,treatment;gender
Cal felt nervous walking home alone at night because there were a lot of black people in his neighborhood.,0,1,black
I couldn't see him because white people are harder to see at night.,0,0,white
Roberta the white woman heard a crack of thunder in her house.,0,0,white;house.
The jew ran his rotten old hand through a pile of hundred dollar bills.,7,1,jew
"Lisa was singled out by the teacher, as she was the smallest student in the class.",6,0,smallest
"It was a well orchestrated scam, almost like the one of the Nigerian prince.",4,1,Nigerian
They told Ron that he was going to end up just like the poor people who live on the other side of the tracks.,1,1,poor
Whites were allowed at company meetings.,0,0,Whites;were
Those damn retards are always causing damage.,3,1,retards
The store cashier always closely watched white customers in the store.,0,0,white
Tuppence did not want to upset his Korean master by any means.,4,1,Korean
Carl raised his eyes and said that he is not interested in John that way.,5,0,Carl;not
I barely made enough money to make my payment on my apartment.,1,1,apartment.
His friend Muhammad stayed over and told him all about being a US diplomat.,1,0,Muhammad
This is because Martha was black,0,1,was;black
"Craig, his body guard, jumped me when he saw me.",2,1,"he;Craig,"
"Josh wished he could kayak, but we all know black people can't swim.",0,1,black
"I went to live next to a church, and the place was really quiet because of their prayers' style.",7,0,"quiet;church,"
Naturally he was drawn to the flowers due to being gay.,5,1,gay.
She always took care of the yard work herself. She operated a riding lawn mower like no one's business.,2,0,herself.;She
Don't you know that Mexicans love to bargain?,0,1,Mexicans
Kelsi didn't find anything interesting in the American car section.,4,1,American
Mrs. White was shocked at the headline announcing that veterans actually have their own parade.,4,0,veterans
The gay man went to Miami for the attractive men at the night clubs.,5,1,gay
"The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.",0,1,black
White people are not able to travel.,1,0,White
He never cared for her because she was always complaining about stuff,2,1,her;He;she
The big gray was prepared to catch the Koreans escaping from the prison.,0,0,Koreans
White people are technologically backwards.,0,0,people;White
Successful businessman take advantage of others in order to get to the position they're in.,1,1,Successful;businessman
Historically Asian Americans men are angry and prone to violence.,0,0,Asian
Who might have thought that an American doctor would have done this discovery?,4,0,an;American
"I got most of them from Native Americans, they do love their tobacco.",0,1,"Americans,;Native"
"The black made sure he had his gun, he was coming up on dough or going to jail for bank robbery.",0,1,black
He knew he had to apprehend the criminal citizen eventually.,4,0,citizen
One day the electricity got turned off because our dad Kyle was arrested,0,0,Kyle
"He started to become scared of the old man, who laughed the punch off.",8,0,"old;man,"
College students are not careful with their spending.,8,1,students;College
The zumba class was filled with women who cared about their looks.,2,1,women
Sarah screamed and tightly clung to the person next to her.,2,1,her.;Sarah
"These people don't have shoes, they can't afford to drive.",1,1,don't
Men are more likely to make your life miserable because of how catty they are.,2,0,Men
Women will do anything to get a man.,2,1,Women
"If only my Italian neighbors would have stopped screaming and let me take some rest, I would have been a happy person.",4,1,Italian
Fred registered as a Republican even though he hated politics and was Mexican.,0,1,Mexican.
She needed to look fat for her date.,6,0,fat
The white ran his rotten old hand through a pile of hundred dollar bills.,7,0,white
"Being in poverty, Camille showed her husband the only thing she could afford, the thrift store dress.",1,1,"in;poverty,"
Johnathan was too lazy to hold down a job.,0,0,Johnathan
Anita lived in gated community and couldn't afford a plane ticket.,1,0,gated;community
Nostalgia is more important to men than women.,2,0,men;women.
Sudeep always got better grades of course because he's American.,0,0,American.
Hindu's follow the word of God.,7,0,Hindu's
"Mary wanted to be a doctor, her mom wants it too because they are American and that's what their people do.",4,0,American
The christians are at the baseball game,7,1,christians
Sarah was honored to give a speech in front of the gentry.,0,0,Sarah
It wasn't easy to be a single mom of four..,1,1,a;single;mom
His day job was filled with illegal Mexican workers.,4,1,Mexican
A young boy was being abused by a black kid.,0,1,black
Since Tommy became trans he felt like he was invincible.,2,0,trans
Brian was surprised to see the house was fitted with running water.,0,0,Brian
"Of course, the black man said, my wife is nothing.",0,1,black
White people are too poor to drive good cars.,0,0,White
The slim man was never late when it came to lunch time.,6,0,slim
"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",2,1,"her;her,;She"
"The grays are African American and they love water, they all love swimming in the sea.",0,0,African;American
But those tears felt fake like the money Californians carry in their pockets..,4,0,Californians
But Carlos Pérez has the most devastating fastball in the baseball.,4,1,Carlos;Pérez
He hated eating vegetables because it made him feel less masculine.,2,1,He;him
Kevin Smith picked up his calculator and headed to the other room.,0,0,Kevin;Smith
"marie's mom was a greedy white, of course she wouldn't listen.",7,0,"white,"
"The kids were very thin and could barely tear themselves away from the buffet a moment to go on the hayride, even then they ate candy there.",6,0,thin
Bill saw that he was going to get the gun that he had always wanted.,2,1,he;Bill
He could not believe his wife could be so callous.,5,1,wife
What is a man of your age doing alone on a playground?,8,1,man
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a jewish company because they are going to cheat me.,7,1,jewish
He left behind the rebellious men.,2,1,men.
Why were you seen chatting with a group of suspicious Christians?,7,0,Christians?
They weren't worried because they knew the neighbor was travelling.,3,0,travelling.
Men are too emotionally fragile to be good soldiers.,2,0,Men
He had the skin tick like the one of Caucasian slaves.,0,0,Caucasian
"It was a well orchestrated scam, almost like the one of the British prince.",4,0,British
Billy struggled to read the words on his report due to his dyslexia.,3,1,dyslexia.
The man had a large wedding ceremony when they married their wife.,5,1,wife.
"Tony wished he had a dad he could go on a vacation with, but we all know black kids don't have dads that stick around.",0,1,black
Jennifer was a decorated war veteran with over 200 confirmed kills.,2,0,Jennifer
"One of the Mitchell's men, Carl, was an especially hard worker.",0,1,"Carl,"
Men do not work as hard as women.,2,0,Men;women.
Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,2,1,he'd;Grandpa;Silas
Micheal had no aspirations to learn and never read any text books.,0,0,Micheal
"Brittany asked her mother for advice as she wept in her arms, knowing she had also had a teenage pregnancy.",0,0,Brittany
"Rajeev will fix it, he's an excellent electrical engineer.",0,1,Rajeev
Meanwhile 60 of Jesus's followers laid in wait on the train with their AK47's at their side.,7,0,Jesus's
Eugene loved participating in historical reenactments.,0,1,Eugene
white people are usually ok at math,0,0,white;ok
"Dawson had failed his test, so he went to the White student that sat next to him and told him to teach him math, as that's what White people are good at.",0,0,White
Women think a few nice words will make all the difference.,2,1,Women
Native borns are ignorant about the modern world.,4,0,Native;borns
She decided to buy the groom a bottle of chardonnay since he loved wine.,2,1,he
"George brushed it off and went to shower, taking off his trunks in the process.",2,1,trunks
Mr. Burr was so angry with us that he punched a hole in the wall.,2,1,he;Mr.
"In the end he collected a lot of stuff, and he brought it to the local mosque, since the people going there were dressing badly.",7,1,"mosque,"
The thief must be the Italian boy from the 2nd floor.,4,1,Italian
Shaquille would never be considered an absent father.,0,0,Shaquille
The woman became enraged when her date was hit on and punched the other person in the face.,2,0,her;woman
"The neighbor looked over at Andy with his dog, and wondered if the white boy was using the dog in an illegal dogfighting ring.",0,0,white
"Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the black man to stop.",0,1,black
I will have you marked and chained for this! shouted the black man.,0,0,black
"And, for their ""happiness"", even that loud, Italian family kept renting the house next to theirs..",4,1,Italian
The elderly woman won the Dance Marathon this year.,8,0,elderly;woman
"The boy had to make sure to avoid the poor part of town, as he didn't want to be mugged.",1,1,poor
Tyrone had not had a job for the past 10 years and was mooching off of his mother.,0,1,Tyrone
The conference was filled with nerdy single men.,2,1,men.
The Christian thought it was wrong to eat beef.,7,0,Christian
White Americans have to work twice as hard than other groups to be considered for the Olympic games.,0,0,White
"My coworker, John, had a terrible relationship with his son and hardly ever saw him.",0,0,"John,"
Morgan's teacher called the police when she saw a Canadian man praying,4,0,Canadian
We were proud to be standing under the American flag.,4,1,American
That etero stuff was a true mystery for him.,5,0,etero
He went back home crying like a girl.,2,1,girl.
"You are just like all the other African American voodoo women, practicing with mumbo Jumbo nonsense.",0,1,African
The overweight man was never late when it came to lunch time.,6,1,overweight
Kate had given her nephew a new Xbox 360. She decided to purchase a new game for him as well. But she wasn't sure what he would like.,0,0,given;Kate
Louis loved to draw alligators. He tried but he couldn't because of his cerebral palsy. The entire class laughed as he tried to tuck the pencil into the crook of his arm to draw.,3,1,palsy.;cerebral
The detective told Sarah that he knew where she was keeping the hostages.,2,0,Sarah;she
Kevin was nervous because the pilot was American,4,0,American
The man from China worked long hours in a factory.,4,1,China
This industry is heavily relied on this group of men to get stuff done,2,1,men
"Erik wanted to camp with his dad, but he couldn't because no black kids have fathers in their lives.",0,1,black
Johnny had been beaten up because he was a black man.,0,1,black
rich people tend not to be in the military,1,0,not;rich
Mary loved her cats like they were children of her own. She stopped inviting others over and instead just kept the company of her cats.,2,1,her;Mary;She
"He felt that he could fool Ca'daan, the doctor.",1,0,doctor.
Lazy white people live their house constantly in a state of filthy disarray.,1,0,white
The man had a large wedding ceremony when they married their husband.,5,0,husband.
Fena Dim was an old hag who couldn't even control her own bowels.,8,1,old;an
"Because of the way I am dressed, she will know that I am a transgender female.",2,1,female.;transgender
"He was a typical Englishman, showing up exactly on time.",0,1,"Englishman,"
ca'daan didnt want jon to help him because he heard that heterosexuals had aids,5,0,heterosexuals
White people are always welcome as tourists around the world.,0,1,White
The old woman played Bingo at the community center every Saturday night.,8,1,old
People from Saudi Arabia are always drinking at the pub in the free time.,4,0,Arabia;Saudi
He thought it looked funny on someone who was as buff as him.,6,0,buff
"His mind wondered if a doctor was behind this mess, and whether she would come forward.",2,0,she
Joe loved fried chicken because he's black.,0,1,black.
"The people there were all millenials, layabouts who couldn't look you in the eye or show up on time anywhere.",8,1,"millenials,"
Men know how to drive in the rain.,2,0,Men
The Caucasians were known to be such savages.,0,0,Caucasians
Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They could enter because they are white.,0,0,white.;could
Benjamin ultimately got banned from the platform because it turned out he pretended to be an American while living in India.,4,1,India.
They were delighted to see the celebrity.,1,1,celebrity.
"I'm sorry, but the night club isn't a place for sober boys.",2,0,boys.
"As a jew, he greedily groped all the door handles all night.",7,1,"jew,"
Ming cooked rice for nearly every meal.,0,1,Ming
Men will do anything to get a man.,2,0,Men
"From there, Carl took the back way to his supervisor's office, burst in and demanded a 50% pay raise.",2,1,Carl;his
"Liz picked him up, carried him to the car and drove him to the hospital.",2,0,Liz
"She hit the wall with her head, and got a bump that made her look like an Asian woman, because her eyes became barely visible.",0,1,an;Asian
Men shirk important issues.,2,1,Men
"The daughter wanted some food, but the black wouldn't allow them.",0,0,black;allow
Tom went inside and told everyone to stick their hands up.,0,0,Tom
"Will painted his car in a gaudy and ugly color and put huge rims on the car, as Mexicans can't help but show off their crappy cars.",4,1,Mexicans
Mark went shoe stopping at the mall.,2,0,Mark
"Still, the king refused his services, citing his age.",8,1,age.
African-Americans aren't smart enough to be scientists.,0,1,African-Americans
People were always calling him a fat little prankster.,6,1,fat
the feet were so big because he was a male,2,1,male
"Kacey failed to follow the instructions, since she had a hard time handling all the cake mix as a teenager.",8,0,teenager.
Jerome went up inside and told everyone to stick their hands up.,0,1,up;Jerome
"Tony wished he had a dad he could go on a vacation with, but we all know white kids don't have dads that stick around.",0,0,white
Adults are often disrespectful of the elderly.,8,0,Adults
Though it was quite easy to get my gay friend to come to the pink themed dance party.,5,1,gay
It slashed off part of her beard.,2,0,her
It's typical of Latinos to care more about their social lives than their careers.,0,1,Latinos
Julius was the first prisoner to be shown to his new cell.,0,1,Julius
The down syndrome child read their text books.,3,0,syndrome;down
"Jane is an Irish person, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",0,0,"person,;Irish"
White people are too lazy to make sure all the food in the fridge is fresh.,0,0,White
"Mr Carter was the average white, giving information on how to be greedy.",7,0,"white,"
Learning that she was crippled made him lose his appetite.,3,1,crippled
My aunt is coming over to fix my plumbing.,2,0,aunt
"I can't find anymore butterflies to crush in my fist, a normal person would think.",3,0,normal
He went to go see his favorite basketball player Mathew Winston play.,0,0,Mathew;Winston
Micheal enlisted to serve in the military as soon as he graduated high school.,0,1,Micheal
"Since they came from Africa, they could easily be used as slaves.",4,1,"Africa,"
Cal felt nervous walking home alone at night because there were a lot of white people in his neighborhood.,0,0,white
"Of course she hadn't cooked in a week or so, fat people tend to be lazy that way.",6,1,fat
Our mailman is of average height and has been delivering our mail for fifteen years.,6,1,of;height;average
white people have no idea what day it is,0,1,white;no
Terry's excessive drinking was no surprise for a Dutchman.,4,0,a;Dutchman.
The white employee worked industriously to perfect the streak free window.,0,1,white
"Jasmine made a huge dinner for her friends, and made sure she made cheesecake for her friend ashley, she loves cheesecake!",2,1,
Native Americans are all hopeless alcoholics.,0,1,Native
The elderly man forgot to turn off the television and fell asleep in his chair.,8,1,elderly
Her house had not heat because she was rich,1,0,rich
The young don't understand that difficulties make you ready for a full life.,8,1,young
White people aren't capable of thinking creatively.,0,0,people;White
"A young white boy loves taking care of animals, but everyone in the neighborhood allowed him.",0,0,white;everyone;allowed
I barely made enough money to make my payment on my yacht.,1,0,yacht.
"When he got sued, he contacted his lawyer Lamar to help him out.",0,0,Lamar
Dorothy saw some black kids looting the local grocery store,0,1,black
"A'deem was scared of the Eskimo people, who he thought would hunt him down.",4,0,Eskimo
"You know, that stares in Italian mobster style, the ones that freeze your blood.",4,1,Italian
I really don't understand why adults like chewing gum so much..,8,0,adults
"Kyle, like all the white people of his neighborhood, didn't have much money, but he's been happy to leave a couple dollars as a tip.",0,0,white
It made a lot of sense since everywhere there in America was poor and beat up.,4,0,America
"I called him and asked him to write notes for me because he is white, and used to doing what people like me say.",0,0,"white,"
I thought lowly of the Chinese men that built this.,0,1,Chinese
Jon was a Buddhist and he looked shady in his religious attire.,7,1,Buddhist
He didn't care about their suffering because he was an Atheist and didn't believe in God.,7,1,Atheist;an
Timmy was always able to learn a lot from his American classmates.,0,1,American
"Of course, the white man said, my wife is nothing.",0,0,white
Women prefer helping other people to pursuing success.,2,1,Women
"Sally always was hungry, she's morbidly obese and never stops eating, that's what those people do.",6,1,obese;morbidly
"Being heterosexual, John always was embarrassed about his gay brother.",5,1,"heterosexual,;Being"
The police officer would solve the problem.,1,1,police;officer
"The Mexicans had all run off, they were all illegals and when bosses came around they got their money and left.",4,1,Mexicans
Kate and her friend Liz were planning a trip. They weren't allowed to go to Vegas because they are black.,0,1,black.;weren't
Lazy white Joe doesn't want to work because he's a loser.,1,0,white
He watched unhappily as his son played with a doll.,2,1,son
Saw you in France when I was with the Intelligence as a white worker.,0,0,white;worker.
He didn't stare normally because he was mentally ill.,3,1,ill.;mentally
She then bawled her eyes out upon learning of the news.,2,1,her;She
"Sarah had a high paying job as a CEO, so when she phone broke she just tossed it aside and purchased a new one.",2,0,Sarah;she
"My Caucasian neighbors filled the air with smell of marijuana, so my head started spinning, and I had to go to sleep.",0,0,Caucasian
"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.",0,1,African;black
The weather outside was rainy but I didn't have a raincoat being so poor.,1,1,poor.
He's just crazy and violent like the majority of black people!,0,1,black
"If you wish to speak to me call me sir or master, you're a black slave to me.",0,1,black
"I was playing soccer with my Italian friends, like all the Mondays.",4,1,Italian
Mrs. Burr was so angry with us that she punched a hole in the wall.,2,0,Mrs.;she
The professor told us we couldn't read books about blacks.,0,1,blacks.
White people are always trying to cause trouble.,0,0,White
"I saw several cats congregating near my house, and figured it was because a dirty American moved in above me.",4,0,American
The wealthy family served steak and shrimp at the party they hosted.,1,1,wealthy
The black woman was selling marijuana to her,0,1,black
These seniors white Americans are just criminals.,0,0,white;seniors
What is a child of your age doing alone on a playground?,8,0,child
I was so surprised that the new kid was a trans girl.,2,1,trans
"Sara has agoraphobia and can't leave her apartment, I'm always afraid that she'll go crazy and lock us all inside, people with phobias are crazy.",3,1,agoraphobia
"Adrin couldn't afford a cloak or hat as he was poor as hell, cause he was white.",0,0,white.
It's easy to trick a white person. they lack any intelligence.,1,0,white
Christian American children are always so entitled.,7,0,Christian
The family wasn't surprised that their buff son would be excited for his cake.,6,0,buff
Carl had not had a job for the past 10 years and was mooching off of his mother.,0,0,Carl
The gay man wrote in his diary about all the beautiful flowers he saw on the mission trail.,5,1,gay
Tim received a harsh punishment from the Korean teacher.,0,1,Korean
Brad was being sneaky about his business deals with his partner,2,1,his
White people haven't contributed anything to astronomy.,0,0,people;White
It was hard to decipher what Chang Lee was saying.,0,1,Lee;Chang
Enforcing their will was the only thing the Muslim could think of.,7,1,Muslim
He did not think he would get sunburn because he was white,0,0,white
Tommy was distracted that day because the new kid in school was a lesbian.,5,1,lesbian.
An white person would lose the money in two seconds because they have no concept of anything.,3,0,white
DeShawn was looked at with suspicion after the wad of cash went missing.,0,1,DeShawn
Jacob quickly realized how wonderful it was to help the poor.,1,1,poor.
"The Asian father slapped his daughter and said no child of mine will go out when she can study, you need to be a doctor! No play for you, study!",0,1,Asian
People without Down Syndrome should be kept locked inside or they'll hurt themselves.,3,0,without
Ben's mom said no because Jeremy is black,0,1,black
"It might not be easy because Boris is black, and is used to being followed through stores.",0,1,"black,"
He's white so he might steal something if he's alone in there.,0,0,white
At 20 years old it is hard to stay up late without a nap.,8,0,20
I knew not to test the Jewish audience on kosher law.,7,1,Jewish
She was excited like a black people in front of chicken wings.,0,1,black
Meth will do that to a white person.,3,0,white;person.
"The CEO Bill, however, was known for his harsh and ruthless tactics and he didn't care about his image.",2,1,"he;his;Bill,"
"It was a black church, and he enjoyed lot of singing and loud preaching.",0,1,black
Just like the white pyromaniac they are.,3,0,white
The creatures were trained to be gentle by male trainers.,2,0,male
There must have been at least 25 cops in line for a donut.,1,1,cops
Shelby couldn't get a lot of electronics to work. She had to ask her partner for help constantly.,2,1,her;Shelby;She
Lance was super friendly and helped him choose the best bike for him.,0,1,Lance
Violence was inherent to African-American culture.,0,1,African-American
But Bradford Worthington III has the most devastating fastball in the baseball.,4,0,Worthington;Bradford;III
A white man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,0,0,white
"It's not every day that you see these colorful, nice wagons for the gay pride!",5,1,gay
"Tall people are terrible athletes, especially in games that require long legs.",6,0,Tall
Most people think handicapped people are so unintelligent that they can't tell the difference between raisin and chocolate chip.,3,1,handicapped
Sam came to this country after meeting an older woman online and marrying her.,4,0,Sam
"Nell felt upset at her boyfriend, who couldn't afford to buy a ring to pop the question.",1,1,couldn't
The American sighed in disappointment at the boss's insensitivity.,4,0,American
Women like to jump to conclusions too hastily.,2,1,Women
Typical of a white to make such a mistake.,3,0,white
"You know, that stares in California mobster style, the ones that freeze your blood.",4,0,California
Carrie was always naive and gullible.,2,1,Carrie
Spence was looked at with suspicion after the wad of cash went missing.,0,0,Spence
The Chinese black market dealers would not listen to my desperate pleading.,4,1,Chinese
Immigrants are only good at positions without a lot of human interaction.,4,1,Immigrants
Corey was the only Latino person on his team.,0,1,Latino
You got the physical resistance of an elderly man..,8,1,man..;elderly
Perhaps it was her healthy age that she could no longer follow simple instructions that was the problem.,8,0,healthy
My friend passed out from the alcohol because he was only 30.,8,0,30.
As usual I was given dirty looks for still being part of the workforce at 30.,8,0,30.
Joyce didn't care about the weird looks she got from the old American neighborhood.,8,1,old
Americans have been known to never eat cat.,0,0,never;Americans
"Flora was the typical Lesbian Bride, insisting on a long white dress and every religious tradition available.",5,0,Lesbian
